district,sector,cell,village
Nyarugenge,Gitega,Akabahizi,Gihanga
Nyarugenge,Gitega,Akabahizi,Iterambere
Nyarugenge,Gitega,Akabahizi,Izuba
Nyarugenge,Gitega,Akabahizi,Nyaburanga
Nyarugenge,Gitega,Akabahizi,Nyenyeri
Nyarugenge,Gitega,Akabahizi,Ubukorikori
Nyarugenge,Gitega,Akabahizi,Ubumwe
Nyarugenge,Gitega,Akabahizi,Ubwiyunge
Nyarugenge,Gitega,Akabahizi,Umucyo
Nyarugenge,Gitega,Akabahizi,Umurabyo
Nyarugenge,Gitega,Akabahizi,Umuseke
Nyarugenge,Gitega,Akabahizi,Vugizo
Nyarugenge,Gitega,Akabeza,Akinyambo
Nyarugenge,Gitega,Akabeza,Amayaga
Nyarugenge,Gitega,Akabeza,Gitwa
Nyarugenge,Gitega,Akabeza,Ituze
Nyarugenge,Gitega,Akabeza,Mpazi
Nyarugenge,Gitega,Gacyamo,Amahoro
Nyarugenge,Gitega,Gacyamo,Impuhwe
Nyarugenge,Gitega,Gacyamo,Intsinzi
Nyarugenge,Gitega,Gacyamo,Kivumu
Nyarugenge,Gitega,Gacyamo,Ubumwe
Nyarugenge,Gitega,Gacyamo,Urukundo
Nyarugenge,Gitega,Gacyamo,Ururembo
Nyarugenge,Gitega,Kigarama,Ingenzi
Nyarugenge,Gitega,Kigarama,Sangwa
Nyarugenge,Gitega,Kigarama,Umubano
Nyarugenge,Gitega,Kigarama,Umucyo
Nyarugenge,Gitega,Kigarama,Umuhoza
Nyarugenge,Gitega,Kigarama,Umurava
Nyarugenge,Gitega,Kinyange,Akabugenewe
Nyarugenge,Gitega,Kinyange,Ihuriro
Nyarugenge,Gitega,Kinyange,Isangano
Nyarugenge,Gitega,Kinyange,Isano
Nyarugenge,Gitega,Kinyange,Karitasi
Nyarugenge,Gitega,Kinyange,Ubumanzi
Nyarugenge,Gitega,Kinyange,Uburezi
Nyarugenge,Gitega,Kinyange,Ubwiza
Nyarugenge,Gitega,Kinyange,Umucyo
Nyarugenge,Gitega,Kinyange,Umwembe
Nyarugenge,Gitega,Kinyange,Urugano
Nyarugenge,Gitega,Kora,Isangano
Nyarugenge,Gitega,Kora,Kanunga
Nyarugenge,Gitega,Kora,Kinyambo
Nyarugenge,Gitega,Kora,Kivumu
Nyarugenge,Gitega,Kora,Kora
Nyarugenge,Gitega,Kora,Mpazi
Nyarugenge,Gitega,Kora,Rugano
Nyarugenge,Gitega,Kora,Rugari
Nyarugenge,Gitega,Kora,Ubumwe
Nyarugenge,Kanyinya,Nyamweru,Bwimo
Nyarugenge,Kanyinya,Nyamweru,Gatare
Nyarugenge,Kanyinya,Nyamweru,Mubuga
Nyarugenge,Kanyinya,Nyamweru,Nyakirambi
Nyarugenge,Kanyinya,Nyamweru,Nyamweru
Nyarugenge,Kanyinya,Nyamweru,Ruhengeri
Nyarugenge,Kanyinya,Nzove,Bibungo
Nyarugenge,Kanyinya,Nzove,Bwiza 
Nyarugenge,Kanyinya,Nzove,Gateko
Nyarugenge,Kanyinya,Nzove,Kagasa
Nyarugenge,Kanyinya,Nzove,Nyabihu
Nyarugenge,Kanyinya,Nzove,Rutagara I
Nyarugenge,Kanyinya,Nzove,Rutagara Ii
Nyarugenge,Kanyinya,Nzove,Ruyenzi
Nyarugenge,Kanyinya,Taba,Kagaramira
Nyarugenge,Kanyinya,Taba,Ngendo
Nyarugenge,Kanyinya,Taba,Nyarurama
Nyarugenge,Kanyinya,Taba,Nyarusange
Nyarugenge,Kanyinya,Taba,Rwakivumu
Nyarugenge,Kanyinya,Taba,Taba
Nyarugenge,Kigali,Kigali,Akirwanda
Nyarugenge,Kigali,Kigali,Gisenga
Nyarugenge,Kigali,Kigali,Kadobogo
Nyarugenge,Kigali,Kigali,Kagarama
Nyarugenge,Kigali,Kigali,Kibisogi
Nyarugenge,Kigali,Kigali,Muganza
Nyarugenge,Kigali,Kigali,Murama
Nyarugenge,Kigali,Kigali,Rubuye
Nyarugenge,Kigali,Kigali,Ruhango
Nyarugenge,Kigali,Kigali,Ryasharangabo
Nyarugenge,Kigali,Mwendo,Agakomeye
Nyarugenge,Kigali,Mwendo,Akagugu
Nyarugenge,Kigali,Mwendo,Amahoro
Nyarugenge,Kigali,Mwendo,Amajyambere
Nyarugenge,Kigali,Mwendo,Birambo
Nyarugenge,Kigali,Mwendo,Isangano
Nyarugenge,Kigali,Mwendo,Kanyabami
Nyarugenge,Kigali,Mwendo,Karambo
Nyarugenge,Kigali,Mwendo,Mwendo
Nyarugenge,Kigali,Mwendo,Ruhuha
Nyarugenge,Kigali,Mwendo,Ubuzima
Nyarugenge,Kigali,Mwendo,Umutekano
Nyarugenge,Kigali,Nyabugogo,Gakoni
Nyarugenge,Kigali,Nyabugogo,Gatare
Nyarugenge,Kigali,Nyabugogo,Giticyinyoni
Nyarugenge,Kigali,Nyabugogo,Kadobogo
Nyarugenge,Kigali,Nyabugogo,Kamenge
Nyarugenge,Kigali,Nyabugogo,Karama
Nyarugenge,Kigali,Nyabugogo,Kiruhura
Nyarugenge,Kigali,Nyabugogo,Nyabikoni
Nyarugenge,Kigali,Nyabugogo,Nyabugogo
Nyarugenge,Kigali,Nyabugogo,Ruhondo
Nyarugenge,Kigali,Ruriba,Misibya
Nyarugenge,Kigali,Ruriba,Nyabitare
Nyarugenge,Kigali,Ruriba,Ruhango
Nyarugenge,Kigali,Ruriba,Ruharabuge
Nyarugenge,Kigali,Ruriba,Ruriba
Nyarugenge,Kigali,Ruriba,Ruzigimbogo
Nyarugenge,Kigali,Ruriba,Ryamakomari
Nyarugenge,Kigali,Ruriba,Tubungo
Nyarugenge,Kigali,Rwesero,Akanyamirambo
Nyarugenge,Kigali,Rwesero,Akinama
Nyarugenge,Kigali,Rwesero,Makaga
Nyarugenge,Kigali,Rwesero,Musimba
Nyarugenge,Kigali,Rwesero,Ruhogo
Nyarugenge,Kigali,Rwesero,Rwesero
Nyarugenge,Kigali,Rwesero,Rweza
Nyarugenge,Kigali,Rwesero,Vuganyana
Nyarugenge,Kimisagara,Kamuhoza,Buhoro
Nyarugenge,Kimisagara,Kamuhoza,Busasamana
Nyarugenge,Kimisagara,Kamuhoza,Isimbi
Nyarugenge,Kimisagara,Kamuhoza,Ituze
Nyarugenge,Kimisagara,Kamuhoza,Karama
Nyarugenge,Kimisagara,Kamuhoza,Karwarugabo
Nyarugenge,Kimisagara,Kamuhoza,Kigabiro
Nyarugenge,Kimisagara,Kamuhoza,Mataba
Nyarugenge,Kimisagara,Kamuhoza,Munini
Nyarugenge,Kimisagara,Kamuhoza,Ntaraga
Nyarugenge,Kimisagara,Kamuhoza,Nunga
Nyarugenge,Kimisagara,Kamuhoza,Rurama
Nyarugenge,Kimisagara,Kamuhoza,Rutunga
Nyarugenge,Kimisagara,Kamuhoza,Tetero
Nyarugenge,Kimisagara,Katabaro,Akamahoro
Nyarugenge,Kimisagara,Katabaro,Akishinge
Nyarugenge,Kimisagara,Katabaro,Akishuri
Nyarugenge,Kimisagara,Katabaro,Amahumbezi
Nyarugenge,Kimisagara,Katabaro,Inganzo
Nyarugenge,Kimisagara,Katabaro,Kigarama
Nyarugenge,Kimisagara,Katabaro,Mpazi
Nyarugenge,Kimisagara,Katabaro,Mugina
Nyarugenge,Kimisagara,Katabaro,Ubumwe
Nyarugenge,Kimisagara,Katabaro,Ubusabane
Nyarugenge,Kimisagara,Katabaro,Umubano
Nyarugenge,Kimisagara,Katabaro,Umurinzi
Nyarugenge,Kimisagara,Katabaro,Uruyange
Nyarugenge,Kimisagara,Kimisagara,Akabeza
Nyarugenge,Kimisagara,Kimisagara,Amahoro
Nyarugenge,Kimisagara,Kimisagara,Birama
Nyarugenge,Kimisagara,Kimisagara,Buhoro
Nyarugenge,Kimisagara,Kimisagara,Bwiza 
Nyarugenge,Kimisagara,Kimisagara,Byimana
Nyarugenge,Kimisagara,Kimisagara,Gakaraza
Nyarugenge,Kimisagara,Kimisagara,Gaseke
Nyarugenge,Kimisagara,Kimisagara,Ihuriro
Nyarugenge,Kimisagara,Kimisagara,Inkurunziza
Nyarugenge,Kimisagara,Kimisagara,Karambi
Nyarugenge,Kimisagara,Kimisagara,Kigina
Nyarugenge,Kimisagara,Kimisagara,Kimisagara 
Nyarugenge,Kimisagara,Kimisagara,Kove
Nyarugenge,Kimisagara,Kimisagara,Muganza
Nyarugenge,Kimisagara,Kimisagara,Nyabugogo
Nyarugenge,Kimisagara,Kimisagara,Nyagakoki
Nyarugenge,Kimisagara,Kimisagara,Nyakabingo 
Nyarugenge,Kimisagara,Kimisagara,Nyamabuye
Nyarugenge,Kimisagara,Kimisagara,Sangwa
Nyarugenge,Kimisagara,Kimisagara,Sano
Nyarugenge,Mageregere,Kankuba,Kamatamu
Nyarugenge,Mageregere,Kankuba,Kankuba
Nyarugenge,Mageregere,Kankuba,Karukina
Nyarugenge,Mageregere,Kankuba,Musave
Nyarugenge,Mageregere,Kankuba,Nyarumanga
Nyarugenge,Mageregere,Kankuba,Rugendabari
Nyarugenge,Mageregere,Kavumu,Ayabatanga
Nyarugenge,Mageregere,Kavumu,Kankurimba
Nyarugenge,Mageregere,Kavumu,Kavumu
Nyarugenge,Mageregere,Kavumu,Mubura
Nyarugenge,Mageregere,Kavumu,Murondo
Nyarugenge,Mageregere,Kavumu,Nyakabingo
Nyarugenge,Mageregere,Kavumu,Nyarubuye
Nyarugenge,Mageregere,Mataba,Burema
Nyarugenge,Mageregere,Mataba,Gahombo
Nyarugenge,Mageregere,Mataba,Kabeza
Nyarugenge,Mageregere,Mataba,Karambi
Nyarugenge,Mageregere,Mataba,Kwisanga
Nyarugenge,Mageregere,Mataba,Mageragere
Nyarugenge,Mageregere,Mataba,Mataba
Nyarugenge,Mageregere,Mataba,Rushubi
Nyarugenge,Mageregere,Ntungamo,Akanakamageragere
Nyarugenge,Mageregere,Ntungamo,Gatovu
Nyarugenge,Mageregere,Ntungamo,Nyabitare
Nyarugenge,Mageregere,Ntungamo,Nyarubande
Nyarugenge,Mageregere,Ntungamo,Rubungo
Nyarugenge,Mageregere,Ntungamo,Rwindonyi
Nyarugenge,Mageregere,Nyarufunzo,Akabungo
Nyarugenge,Mageregere,Nyarufunzo,Akamashinge
Nyarugenge,Mageregere,Nyarufunzo,Maya
Nyarugenge,Mageregere,Nyarufunzo,Nyarufunzo
Nyarugenge,Mageregere,Nyarufunzo,Nyarurama
Nyarugenge,Mageregere,Nyarufunzo,Rubete
Nyarugenge,Mageregere,Nyarurenzi,Amahoro
Nyarugenge,Mageregere,Nyarurenzi,Ayabaramba
Nyarugenge,Mageregere,Nyarurenzi,Gikuyu
Nyarugenge,Mageregere,Nyarurenzi,Iterambere
Nyarugenge,Mageregere,Nyarurenzi,Nyabirondo
Nyarugenge,Mageregere,Nyarurenzi,Nyarurenzi
Nyarugenge,Mageregere,Runzenze,Gisunzu
Nyarugenge,Mageregere,Runzenze,Mpanga
Nyarugenge,Mageregere,Runzenze,Nkomero
Nyarugenge,Mageregere,Runzenze,Runzenze
Nyarugenge,Mageregere,Runzenze,Uwurugenge
Nyarugenge,Muhima,Amahoro,Amahoro
Nyarugenge,Muhima,Amahoro,Amizero
Nyarugenge,Muhima,Amahoro,Inyarurembo
Nyarugenge,Muhima,Amahoro,Kabirizi
Nyarugenge,Muhima,Amahoro,Ubuzima
Nyarugenge,Muhima,Amahoro,Uruhimbi
Nyarugenge,Muhima,Kabasengerezi,Icyeza
Nyarugenge,Muhima,Kabasengerezi,Ikana
Nyarugenge,Muhima,Kabasengerezi,Intwari
Nyarugenge,Muhima,Kabasengerezi,Kabasengerezi
Nyarugenge,Muhima,Kabeza,Hirwa
Nyarugenge,Muhima,Kabeza,Ikaze
Nyarugenge,Muhima,Kabeza,Imanzi
Nyarugenge,Muhima,Kabeza,Ingenzi
Nyarugenge,Muhima,Kabeza,Ituze
Nyarugenge,Muhima,Kabeza,Sangwa
Nyarugenge,Muhima,Kabeza,Umwezi
Nyarugenge,Muhima,Nyabugogo,Abeza
Nyarugenge,Muhima,Nyabugogo,Icyerekezo
Nyarugenge,Muhima,Nyabugogo,Indatwa
Nyarugenge,Muhima,Nyabugogo,Rwezangoro
Nyarugenge,Muhima,Nyabugogo,Ubucuruzi
Nyarugenge,Muhima,Nyabugogo,Umutekano
Nyarugenge,Muhima,Rugenge,Imihigo
Nyarugenge,Muhima,Rugenge,Impala
Nyarugenge,Muhima,Rugenge,Rugenge
Nyarugenge,Muhima,Rugenge,Ubumanzi
Nyarugenge,Muhima,Tetero,Indamutsa
Nyarugenge,Muhima,Tetero,Ingoro
Nyarugenge,Muhima,Tetero,Inkingi
Nyarugenge,Muhima,Tetero,Intiganda 
Nyarugenge,Muhima,Tetero,Iwacu
Nyarugenge,Muhima,Tetero,Tetero
Nyarugenge,Muhima,Ubumwe,Bwahirimba
Nyarugenge,Muhima,Ubumwe,Duterimbere
Nyarugenge,Muhima,Ubumwe,Isangano
Nyarugenge,Muhima,Ubumwe,Nyanza
Nyarugenge,Muhima,Ubumwe,Urugwiro
Nyarugenge,Muhima,Ubumwe,Urwego
Nyarugenge,Nyakabanda,Munanira I,Kabusunzu
Nyarugenge,Nyakabanda,Munanira I,Munanira 
Nyarugenge,Nyakabanda,Munanira I,Ntaraga
Nyarugenge,Nyakabanda,Munanira I,Nyagasozi
Nyarugenge,Nyakabanda,Munanira I,Rurembo
Nyarugenge,Nyakabanda,Munanira Ii,Gasiza
Nyarugenge,Nyakabanda,Munanira Ii,Kamwiza
Nyarugenge,Nyakabanda,Munanira Ii,Kanyange
Nyarugenge,Nyakabanda,Munanira Ii,Karudandi
Nyarugenge,Nyakabanda,Munanira Ii,Kigabiro
Nyarugenge,Nyakabanda,Munanira Ii,Kokobe
Nyarugenge,Nyakabanda,Munanira Ii,Mucyuranyana 
Nyarugenge,Nyakabanda,Munanira Ii,Nkundumurimbo
Nyarugenge,Nyakabanda,Nyakabanda I,Akinkware
Nyarugenge,Nyakabanda,Nyakabanda I,Gapfupfu
Nyarugenge,Nyakabanda,Nyakabanda I,Gasiza
Nyarugenge,Nyakabanda,Nyakabanda I,Kariyeri
Nyarugenge,Nyakabanda,Nyakabanda I,Kokobe
Nyarugenge,Nyakabanda,Nyakabanda I,Munini
Nyarugenge,Nyakabanda,Nyakabanda I,Nyakabanda
Nyarugenge,Nyakabanda,Nyakabanda I,Rwagitanga
Nyarugenge,Nyakabanda,Nyakabanda Ii,Ibuhoro
Nyarugenge,Nyakabanda,Nyakabanda Ii,Kabeza
Nyarugenge,Nyakabanda,Nyakabanda Ii,Kanyiranganji
Nyarugenge,Nyakabanda,Nyakabanda Ii,Karujongi
Nyarugenge,Nyakabanda,Nyakabanda Ii,Kigarama
Nyarugenge,Nyakabanda,Nyakabanda Ii,Kirwa
Nyarugenge,Nyamirambo,Cyivugiza,Amizero
Nyarugenge,Nyamirambo,Cyivugiza,Gabiro
Nyarugenge,Nyamirambo,Cyivugiza,Imanzi
Nyarugenge,Nyamirambo,Cyivugiza,Ingenzi
Nyarugenge,Nyamirambo,Cyivugiza,Intwari
Nyarugenge,Nyamirambo,Cyivugiza,Karisimbi
Nyarugenge,Nyamirambo,Cyivugiza,Mahoro
Nyarugenge,Nyamirambo,Cyivugiza,Mpano
Nyarugenge,Nyamirambo,Cyivugiza,Muhabura
Nyarugenge,Nyamirambo,Cyivugiza,Muhoza
Nyarugenge,Nyamirambo,Cyivugiza,Munini
Nyarugenge,Nyamirambo,Cyivugiza,Rugero
Nyarugenge,Nyamirambo,Cyivugiza,Shema
Nyarugenge,Nyamirambo,Gasharu ,Kagunga
Nyarugenge,Nyamirambo,Gasharu ,Karukoro
Nyarugenge,Nyamirambo,Gasharu ,Rwintare
Nyarugenge,Nyamirambo,Mumena,Akanyana
Nyarugenge,Nyamirambo,Mumena,Akanyirazaninka
Nyarugenge,Nyamirambo,Mumena,Akarekare
Nyarugenge,Nyamirambo,Mumena,Akatabaro
Nyarugenge,Nyamirambo,Mumena,Irembo 
Nyarugenge,Nyamirambo,Mumena,Itaba
Nyarugenge,Nyamirambo,Mumena,Kiberinka
Nyarugenge,Nyamirambo,Mumena,Mumena
Nyarugenge,Nyamirambo,Mumena,Rwampara
Nyarugenge,Nyamirambo,Rugarama,Gatare
Nyarugenge,Nyamirambo,Rugarama,Kiberinka
Nyarugenge,Nyamirambo,Rugarama,Munanira
Nyarugenge,Nyamirambo,Rugarama,Riba
Nyarugenge,Nyamirambo,Rugarama,Rubona
Nyarugenge,Nyamirambo,Rugarama,Rugarama
Nyarugenge,Nyamirambo,Rugarama,Runyinya
Nyarugenge,Nyamirambo,Rugarama,Rusisiro
Nyarugenge,Nyamirambo,Rugarama,Tetero 
Nyarugenge,Nyarugenge,Agatare,Agatare
Nyarugenge,Nyarugenge,Agatare,Amajyambere 
Nyarugenge,Nyarugenge,Agatare,Inyambo
Nyarugenge,Nyarugenge,Agatare,Meraneza
Nyarugenge,Nyarugenge,Agatare,Uburezi
Nyarugenge,Nyarugenge,Agatare,Umucyo
Nyarugenge,Nyarugenge,Agatare,Umurava
Nyarugenge,Nyarugenge,Biryogo,Biryogo
Nyarugenge,Nyarugenge,Biryogo,Gabiro
Nyarugenge,Nyarugenge,Biryogo,Isoko
Nyarugenge,Nyarugenge,Biryogo,Nyiranuma
Nyarugenge,Nyarugenge,Biryogo,Umurimo
Nyarugenge,Nyarugenge,Kiyovu,Amizero
Nyarugenge,Nyarugenge,Kiyovu,Cercle Sportif
Nyarugenge,Nyarugenge,Kiyovu,Ganza 
Nyarugenge,Nyarugenge,Kiyovu,Imena
Nyarugenge,Nyarugenge,Kiyovu,Indangamirwa
Nyarugenge,Nyarugenge,Kiyovu,Ingenzi
Nyarugenge,Nyarugenge,Kiyovu,Inyarurembo
Nyarugenge,Nyarugenge,Kiyovu,Ishema
Nyarugenge,Nyarugenge,Kiyovu,Isibo
Nyarugenge,Nyarugenge,Kiyovu,Muhabura 
Nyarugenge,Nyarugenge,Kiyovu,Rugunga 
Nyarugenge,Nyarugenge,Kiyovu,Sugira
Nyarugenge,Nyarugenge,Rwampara,Amahoro
Nyarugenge,Nyarugenge,Rwampara,Gacaca 
Nyarugenge,Nyarugenge,Rwampara,Intwari
Nyarugenge,Nyarugenge,Rwampara,Rwampara
Nyarugenge,Nyarugenge,Rwampara,Umucyo 
Nyarugenge,Nyarugenge,Rwampara,Umuganda
Nyarugenge,Rwezamenyo,Kabuguru I,Muhoza
Nyarugenge,Rwezamenyo,Kabuguru I,Muhuza
Nyarugenge,Rwezamenyo,Kabuguru I,Mumararungu
Nyarugenge,Rwezamenyo,Kabuguru I,Murambi
Nyarugenge,Rwezamenyo,Kabuguru Ii,Buhoro
Nyarugenge,Rwezamenyo,Kabuguru Ii,Gasabo
Nyarugenge,Rwezamenyo,Kabuguru Ii,Mutara
Nyarugenge,Rwezamenyo,Kabuguru Ii,Ubusabane
Nyarugenge,Rwezamenyo,Rwezamenyo I,Abatarushwa
Nyarugenge,Rwezamenyo,Rwezamenyo I,Indatwa
Nyarugenge,Rwezamenyo,Rwezamenyo I,Inkerakubanza
Nyarugenge,Rwezamenyo,Rwezamenyo I,Intwari
Nyarugenge,Rwezamenyo,Rwezamenyo Ii,Amahoro
Nyarugenge,Rwezamenyo,Rwezamenyo Ii,Umucyo
Nyarugenge,Rwezamenyo,Rwezamenyo Ii,Urumuri
Gasabo,Bumbogo,Kinyaga,Akakaza
Gasabo,Bumbogo,Kinyaga,Kigarama
Gasabo,Bumbogo,Kinyaga,Kingabo
Gasabo,Bumbogo,Kinyaga,Muhozi
Gasabo,Bumbogo,Kinyaga,Rubungo
Gasabo,Bumbogo,Kinyaga,Ryakigogo
Gasabo,Bumbogo,Kinyaga,Zindiro
Gasabo,Bumbogo,Musave,Kagarama
Gasabo,Bumbogo,Musave,Kayumba
Gasabo,Bumbogo,Musave,Ramba
Gasabo,Bumbogo,Musave,Rebero
Gasabo,Bumbogo,Musave,Rugando
Gasabo,Bumbogo,Mvuzo,Kigabiro
Gasabo,Bumbogo,Mvuzo,Kiyoro
Gasabo,Bumbogo,Mvuzo,Murarambo
Gasabo,Bumbogo,Mvuzo,Nkona
Gasabo,Bumbogo,Mvuzo,Nyakabingo
Gasabo,Bumbogo,Mvuzo,Rukoma
Gasabo,Bumbogo,Ngara,Birembo
Gasabo,Bumbogo,Ngara,Gisasa
Gasabo,Bumbogo,Ngara,Munini
Gasabo,Bumbogo,Ngara,Ruhinga
Gasabo,Bumbogo,Ngara,Uwaruraza
Gasabo,Bumbogo,Nkuzuzu,Akabenejuru
Gasabo,Bumbogo,Nkuzuzu,Akasedogo
Gasabo,Bumbogo,Nkuzuzu,Akimpama
Gasabo,Bumbogo,Nkuzuzu,Burima
Gasabo,Bumbogo,Nkuzuzu,Kityazo
Gasabo,Bumbogo,Nyabikenke,Bushya
Gasabo,Bumbogo,Nyabikenke,Gikumba
Gasabo,Bumbogo,Nyabikenke,Kamutamu
Gasabo,Bumbogo,Nyabikenke,Karama
Gasabo,Bumbogo,Nyabikenke,Kayenzi
Gasabo,Bumbogo,Nyabikenke,Kigara
Gasabo,Bumbogo,Nyabikenke,Kiriza
Gasabo,Bumbogo,Nyabikenke,Masizi
Gasabo,Bumbogo,Nyabikenke,Mbogo
Gasabo,Bumbogo,Nyabikenke,Nyampamo
Gasabo,Bumbogo,Nyagasozi,Akanyiramugarura
Gasabo,Bumbogo,Nyagasozi,Akigabiro
Gasabo,Bumbogo,Nyagasozi,Gishaka
Gasabo,Bumbogo,Nyagasozi,Kabuye
Gasabo,Bumbogo,Nyagasozi,Mpabwa
Gasabo,Bumbogo,Nyagasozi,Nyagasambu
Gasabo,Bumbogo,Nyagasozi,Urutarishonga
Gasabo,Gatsata,Karuruma,Akamamana
Gasabo,Gatsata,Karuruma,Akimihigo
Gasabo,Gatsata,Karuruma,Bigega
Gasabo,Gatsata,Karuruma,Busasamana
Gasabo,Gatsata,Karuruma,Kingasire
Gasabo,Gatsata,Karuruma,Kumuyange
Gasabo,Gatsata,Karuruma,Muremera
Gasabo,Gatsata,Karuruma,Nyagasozi
Gasabo,Gatsata,Karuruma,Rugoro
Gasabo,Gatsata,Karuruma,Rwesero
Gasabo,Gatsata,Karuruma,Tetero
Gasabo,Gatsata,Nyamabuye ,Agakomeye
Gasabo,Gatsata,Nyamabuye ,Gashubi
Gasabo,Gatsata,Nyamabuye ,Gisiza
Gasabo,Gatsata,Nyamabuye ,Hanika
Gasabo,Gatsata,Nyamabuye ,Juru
Gasabo,Gatsata,Nyamabuye ,Kibaya
Gasabo,Gatsata,Nyamabuye ,Mpakabavu
Gasabo,Gatsata,Nyamabuye ,Musango
Gasabo,Gatsata,Nyamabuye ,Ndengo
Gasabo,Gatsata,Nyamabuye ,Nyakabande
Gasabo,Gatsata,Nyamabuye ,Nyakanunga
Gasabo,Gatsata,Nyamabuye ,Rubonobono
Gasabo,Gatsata,Nyamabuye ,Runyonza
Gasabo,Gatsata,Nyamabuye ,Rusoro
Gasabo,Gatsata,Nyamabuye ,Ruvumero
Gasabo,Gatsata,Nyamabuye ,Uwagatovu
Gasabo,Gatsata,Nyamugari,Agataramo
Gasabo,Gatsata,Nyamugari,Akamwunguzi
Gasabo,Gatsata,Nyamugari,Akarubimbura
Gasabo,Gatsata,Nyamugari,Akisoko
Gasabo,Gatsata,Nyamugari,Amarembo
Gasabo,Gatsata,Nyamugari,Amizero
Gasabo,Gatsata,Nyamugari,Bwiza
Gasabo,Gatsata,Nyamugari,Ihuriro
Gasabo,Gatsata,Nyamugari,Isangano
Gasabo,Gatsata,Nyamugari,Kanyonyomba
Gasabo,Gatsata,Nyamugari,Nyakariba
Gasabo,Gatsata,Nyamugari,Rwakarihejuru
Gasabo,Gikomero,Gasagara,Bwimiyange
Gasabo,Gikomero,Gasagara,Bwingeyo
Gasabo,Gikomero,Gasagara,Gasagara
Gasabo,Gikomero,Gasagara,Rugwiza
Gasabo,Gikomero,Gicaca,Ntaganzwa
Gasabo,Gikomero,Gicaca,Nyagasozi
Gasabo,Gikomero,Gicaca,Nyagisozi
Gasabo,Gikomero,Gicaca,Ruganda
Gasabo,Gikomero,Kibara,Gahinga
Gasabo,Gikomero,Kibara,Gasharu
Gasabo,Gikomero,Kibara,Kibobo
Gasabo,Gikomero,Kibara,Nombe
Gasabo,Gikomero,Munini ,Munini
Gasabo,Gikomero,Munini ,Mutokerezwa
Gasabo,Gikomero,Munini ,Rudakabukirwa
Gasabo,Gikomero,Munini ,Runyinya
Gasabo,Gikomero,Murambi,Kimisebeya
Gasabo,Gikomero,Murambi,Kivugiza
Gasabo,Gikomero,Murambi,Rugarama
Gasabo,Gikomero,Murambi,Twina
Gasabo,Gisozi,Musezero ,Amajyambere
Gasabo,Gisozi,Musezero ,Amarembo
Gasabo,Gisozi,Musezero ,Byimana
Gasabo,Gisozi,Musezero ,Gasave
Gasabo,Gisozi,Musezero ,Gasharu
Gasabo,Gisozi,Musezero ,Kagara
Gasabo,Gisozi,Musezero ,Nyakariba
Gasabo,Gisozi,Musezero ,Rwinyana
Gasabo,Gisozi,Ruhango,Kanyinya
Gasabo,Gisozi,Ruhango,Kumukenke
Gasabo,Gisozi,Ruhango,Murambi
Gasabo,Gisozi,Ruhango,Ntora
Gasabo,Gisozi,Ruhango,Rukeri
Gasabo,Gisozi,Ruhango,Umurava
Gasabo,Jabana,Akamatamu,Akamatamu
Gasabo,Jabana,Akamatamu,Cyeyere
Gasabo,Jabana,Akamatamu,Murehe
Gasabo,Jabana,Akamatamu,Nyacyonga
Gasabo,Jabana,Akamatamu,Nyagasozi
Gasabo,Jabana,Akamatamu,Nyarukurazo
Gasabo,Jabana,Bweramvura,Agakenke
Gasabo,Jabana,Bweramvura,Agatare
Gasabo,Jabana,Bweramvura,Akinyana
Gasabo,Jabana,Bweramvura,Gikingo
Gasabo,Jabana,Bweramvura,Gitega
Gasabo,Jabana,Bweramvura,Gitenga
Gasabo,Jabana,Bweramvura,Nyakabingo
Gasabo,Jabana,Bweramvura,Nyarurama
Gasabo,Jabana,Bweramvura,Rugogwe
Gasabo,Jabana,Bweramvura,Taba
Gasabo,Jabana,Kabuye,Amakawa
Gasabo,Jabana,Kabuye,Amasangano
Gasabo,Jabana,Kabuye,Buliza
Gasabo,Jabana,Kabuye,Ihuriro
Gasabo,Jabana,Kabuye,Kabeza
Gasabo,Jabana,Kabuye,Karuruma
Gasabo,Jabana,Kabuye,Murama
Gasabo,Jabana,Kabuye,Nyagasozi
Gasabo,Jabana,Kabuye,Rebero
Gasabo,Jabana,Kabuye,Rugarama
Gasabo,Jabana,Kabuye,Tetero
Gasabo,Jabana,Kidashya,Agasekabuye
Gasabo,Jabana,Kidashya,Agatare
Gasabo,Jabana,Kidashya,Amasangano
Gasabo,Jabana,Kidashya,Mubuga
Gasabo,Jabana,Kidashya,Nyamweru
Gasabo,Jabana,Ngiryi,Agahama
Gasabo,Jabana,Ngiryi,Agasharu
Gasabo,Jabana,Ngiryi,Akabuga
Gasabo,Jabana,Ngiryi,Jurwe
Gasabo,Jabana,Ngiryi,Kiberinka
Gasabo,Jabana,Ngiryi,Nyakirehe
Gasabo,Jabana,Ngiryi,Nyarubuye
Gasabo,Jabana,Ngiryi,Rubona
Gasabo,Jabana,Ngiryi,Rwanyanza
Gasabo,Jabana,Ngiryi,Uwanyange
Gasabo,Jali,Agateko,Bugarama
Gasabo,Jali,Agateko,Bukamba
Gasabo,Jali,Agateko,Byimana
Gasabo,Jali,Agateko,Kabizoza
Gasabo,Jali,Agateko,Kinunga
Gasabo,Jali,Agateko,Urunyinya
Gasabo,Jali,Agateko,Rwankuba
Gasabo,Jali,Buhiza ,Kabande
Gasabo,Jali,Buhiza ,Gatare
