district,sector,cell,village
Huye,Mbazi,Tare,Rupango
Huye,Mukura,Bukomeye,Bweramana
Huye,Mukura,Bukomeye,Cyiri
Huye,Mukura,Bukomeye,Gahanga
Huye,Mukura,Bukomeye,Gasunzwe
Huye,Mukura,Bukomeye,Kigarama
Huye,Mukura,Bukomeye,Kizenga
Huye,Mukura,Bukomeye,Nyagakingi
Huye,Mukura,Bukomeye,Sata
Huye,Mukura,Bukomeye,Shingangabo
Huye,Mukura,Bukomeye,Taba
Huye,Mukura,Buvumu,Akagarama
Huye,Mukura,Buvumu,Akayenzi
Huye,Mukura,Buvumu,Akogo
Huye,Mukura,Buvumu,Amasanganzira
Huye,Mukura,Buvumu,Kabeza
Huye,Mukura,Buvumu,Akabutora
Huye,Mukura,Buvumu,Mpinga
Huye,Mukura,Buvumu,Nyagasambu
Huye,Mukura,Buvumu,Remera
Huye,Mukura,Buvumu,Rujumbura
Huye,Mukura,Buvumu,Rusenyi
Huye,Mukura,Buvumu,Taba
Huye,Mukura,Icyeru,Akabuga
Huye,Mukura,Icyeru,Akamahinda
Huye,Mukura,Icyeru,Gakombe
Huye,Mukura,Icyeru,Nyagisenyi
Huye,Mukura,Icyeru,Nyarusambu
Huye,Mukura,Rango A,Agakera
Huye,Mukura,Rango A,Agakombe
Huye,Mukura,Rango A,Gaseke
Huye,Mukura,Rango A,Kabahona
Huye,Mukura,Rango A,Mpaza
Huye,Mukura,Rango A,Nyamata
Huye,Mukura,Rango A,Rwinuma
Huye,Ngoma,Butare,Akabuye
Huye,Ngoma,Butare,Bukinanyana
Huye,Ngoma,Butare,Buye
Huye,Ngoma,Butare,Gasoro
Huye,Ngoma,Butare,Kabutare
Huye,Ngoma,Butare,Karubanda
Huye,Ngoma,Butare,Mamba
Huye,Ngoma,Butare,Busenyi
Huye,Ngoma,Butare,Taba
Huye,Ngoma,Kaburemera,Gatoki
Huye,Ngoma,Kaburemera,Kaguhu
Huye,Ngoma,Kaburemera,Karambi
Huye,Ngoma,Kaburemera,Nyabubare
Huye,Ngoma,Kaburemera,Nyagapfizi
Huye,Ngoma,Kaburemera,Rugarama
Huye,Ngoma,Kaburemera,Runga
Huye,Ngoma,Matyazo,Gafurwe
Huye,Ngoma,Matyazo,Kabeza
Huye,Ngoma,Matyazo,Kamucuzi
Huye,Ngoma,Matyazo,Nyabitare
Huye,Ngoma,Matyazo,Rurenda
Huye,Ngoma,Matyazo,Rusisiro
Huye,Ngoma,Matyazo,Ruvuzo
Huye,Ngoma,Ngoma,Ngoma  V
Huye,Ngoma,Ngoma,Ngoma I
Huye,Ngoma,Ngoma,Ngoma III
Huye,Ngoma,Ngoma,Ngoma IV
Huye,Ngoma,Ngoma,Ngoma VI
Huye,Ngoma,Ngoma,Ngoma II
Huye,Ruhashya,Busheshi,Kamuhoza
Huye,Ruhashya,Busheshi,Kibyagira
Huye,Ruhashya,Busheshi,Nyabijyo
Huye,Ruhashya,Busheshi,Nyagatovu
Huye,Ruhashya,Busheshi,Umuyange
Huye,Ruhashya,Gatovu,Dutare
Huye,Ruhashya,Gatovu,Karambo
Huye,Ruhashya,Gatovu,Kigoma
Huye,Ruhashya,Gatovu,Kiyanza
Huye,Ruhashya,Gatovu,Murama
Huye,Ruhashya,Karama,Gakoni
Huye,Ruhashya,Karama,Kampogo
Huye,Ruhashya,Karama,Nyakigezi
Huye,Ruhashya,Karama,Rukubiro
Huye,Ruhashya,Karama,Umuyinza
Huye,Ruhashya,Mara,Bwankusi
Huye,Ruhashya,Mara,Gashikiri
Huye,Ruhashya,Mara,Gitwa
Huye,Ruhashya,Mara,Karambo
Huye,Ruhashya,Mara,Rwamara
Huye,Ruhashya,Muhororo,Agasharu
Huye,Ruhashya,Muhororo,Kinziramuhindo
Huye,Ruhashya,Muhororo,Nyakabingo
Huye,Ruhashya,Muhororo,Shyara
Huye,Ruhashya,Muhororo,Taba
Huye,Ruhashya,Rugogwe,Agasharu
Huye,Ruhashya,Rugogwe,Akanyana
Huye,Ruhashya,Rugogwe,Umurambi
Huye,Ruhashya,Ruhashya,Igerero
Huye,Ruhashya,Ruhashya,Kigarama
Huye,Ruhashya,Ruhashya,Mbagabaga
Huye,Ruhashya,Ruhashya,Muginga
Huye,Ruhashya,Ruhashya,Rugarama
Huye,Ruhashya,Ruhashya,Rwamabare
Huye,Rusatira,Buhimba,Gasaka
Huye,Rusatira,Buhimba,Agasharu
Huye,Rusatira,Buhimba,Impinga
Huye,Rusatira,Buhimba,Kanyirankuba
Huye,Rusatira,Buhimba,Karubona
Huye,Rusatira,Buhimba,Kinkanga
Huye,Rusatira,Buhimba,Mucunda
Huye,Rusatira,Buhimba,Rugarama
Huye,Rusatira,Gafumba,Kabuga
Huye,Rusatira,Gafumba,Kigarama
Huye,Rusatira,Gafumba,Kigari
Huye,Rusatira,Gafumba,Mubuga
Huye,Rusatira,Gafumba,Ruvugizo
Huye,Rusatira,Kimirehe,Gakomeye
Huye,Rusatira,Kimirehe,Kagasa
Huye,Rusatira,Kimirehe,Kavumu
Huye,Rusatira,Kimirehe,Kigarama
Huye,Rusatira,Kimirehe,Ndyome
Huye,Rusatira,Kimirehe,Nyakabuye
Huye,Rusatira,Kimirehe,Nyarutovu
Huye,Rusatira,Kimirehe,Rubanga
Huye,Rusatira,Kimuna,Kamabuye
Huye,Rusatira,Kimuna,Kimigo
Huye,Rusatira,Kimuna,Murambi
Huye,Rusatira,Kimuna,Nyabusunzu
Huye,Rusatira,Kimuna,Rushikiri
Huye,Rusatira,Kimuna,Rwamuganda
Huye,Rusatira,Kiruhura,Agasharu
Huye,Rusatira,Kiruhura,Impinga
Huye,Rusatira,Kiruhura,Nyagasozi
Huye,Rusatira,Kiruhura,Nyamuko
Huye,Rusatira,Kiruhura,Nyarucyamu
Huye,Rusatira,Kiruhura,Nyarugenge
Huye,Rusatira,Kiruhura,Rubona
Huye,Rusatira,Kiruhura,Rugarama
Huye,Rusatira,Kiruhura,Tumba
Huye,Rusatira,Kiruhura,Umuremera
Huye,Rusatira,Mugogwe,Gicubuka
Huye,Rusatira,Mugogwe,Kabeza
Huye,Rusatira,Mugogwe,Kibiraro
Huye,Rusatira,Mugogwe,Mubuga
Huye,Rusatira,Mugogwe,Murambi
Huye,Rwaniro,Gatwaro,Amarongi
Huye,Rwaniro,Gatwaro,Gatwaro
Huye,Rwaniro,Gatwaro,Nyakabuye
Huye,Rwaniro,Gatwaro,Rumana
Huye,Rwaniro,Kamwambi,Gakomeye
Huye,Rwaniro,Kamwambi,Kamwambi
Huye,Rwaniro,Kamwambi,Karambo
Huye,Rwaniro,Kamwambi,Remera
Huye,Rwaniro,Kamwambi,Rurembo
Huye,Rwaniro,Kibiraro,Murehe
Huye,Rwaniro,Kibiraro,Nyabisindu
Huye,Rwaniro,Kibiraro,Nyamivumu
Huye,Rwaniro,Kibiraro,Nyarunyinya
Huye,Rwaniro,Mwendo,Birambo
Huye,Rwaniro,Mwendo,Cyarera
Huye,Rwaniro,Mwendo,Murango
Huye,Rwaniro,Mwendo,Rugerero
Huye,Rwaniro,Nyamabuye,Bweramana
Huye,Rwaniro,Nyamabuye,Kigarama
Huye,Rwaniro,Nyamabuye,Munanira
Huye,Rwaniro,Nyamabuye,Nyagacyamu
Huye,Rwaniro,Nyamabuye,Nyamabuye
Huye,Rwaniro,Nyaruhombo,Gasharu
Huye,Rwaniro,Nyaruhombo,Kibara
Huye,Rwaniro,Nyaruhombo,Kigarama
Huye,Rwaniro,Nyaruhombo,Murambi
Huye,Rwaniro,Nyaruhombo,Mwezi
Huye,Rwaniro,Nyaruhombo,Nyabujengwe
Huye,Rwaniro,Nyaruhombo,Rugarama
Huye,Rwaniro,Shyunga,Karama
Huye,Rwaniro,Shyunga,Karugumya
Huye,Rwaniro,Shyunga,Kiboga
Huye,Rwaniro,Shyunga,Kigarama
Huye,Rwaniro,Shyunga,Rugarama
Huye,Simbi,Cyendajuru,Bisambu
Huye,Simbi,Cyendajuru,Cyendajuru
Huye,Simbi,Cyendajuru,Kigarama
Huye,Simbi,Cyendajuru,Matyazo
Huye,Simbi,Cyendajuru,Rugarama
Huye,Simbi,Cyendajuru,Ruhinga
Huye,Simbi,Cyendajuru,Rwatsi
Huye,Simbi,Gisakura,Bambiro
Huye,Simbi,Gisakura,Gasharu
Huye,Simbi,Gisakura,Kigarama
Huye,Simbi,Gisakura,Kirarambogo
Huye,Simbi,Gisakura,Nyabisindu
Huye,Simbi,Kabusanza,Bwiza
Huye,Simbi,Kabusanza,Gihinga
Huye,Simbi,Kabusanza,Kigarama
Huye,Simbi,Kabusanza,Maliza
Huye,Simbi,Kabusanza,Muranda
Huye,Simbi,Kabusanza,Ndago
Huye,Simbi,Kabusanza,Ntobwe
Huye,Simbi,Kabusanza,Rusuma
Huye,Simbi,Kabusanza,Umurera
Huye,Simbi,Mugobore,Kigarama
Huye,Simbi,Mugobore,Mugobore
Huye,Simbi,Mugobore,Nyagasozi
Huye,Simbi,Mugobore,Nyamirama
Huye,Simbi,Mugobore,Nyamiyaga
Huye,Simbi,Mugobore,Nyarurembo
Huye,Simbi,Mugobore,Rugarama
Huye,Simbi,Mugobore,Ryasebiganza
Huye,Simbi,Nyangazi,Igonde
Huye,Simbi,Nyangazi,Kabakobwa
Huye,Simbi,Nyangazi,Kanyiramana
Huye,Simbi,Nyangazi,Karebero
Huye,Simbi,Nyangazi,Kinyambo
Huye,Simbi,Nyangazi,Ngororero
Huye,Simbi,Nyangazi,Nyarukurazo
Huye,Simbi,Nyangazi,Remera
Huye,Simbi,Nyangazi,Shunga
Huye,Simbi,Nyangazi,Umuyange
Huye,Tumba,Cyarwa,Agahora
Huye,Tumba,Cyarwa,Agasengasenge
Huye,Tumba,Cyarwa,Agasharu
Huye,Tumba,Cyarwa,Agateme
Huye,Tumba,Cyarwa,Icyiri
Huye,Tumba,Cyarwa,Kabeza
Huye,Tumba,Cyarwa,Kigarama
Huye,Tumba,Cyarwa,Mukoni
Huye,Tumba,Cyarwa,Taba
Huye,Tumba,Cyimana,Abizerwa
Huye,Tumba,Cyimana,Akamuhoza
Huye,Tumba,Cyimana,Amahoro
Huye,Tumba,Cyimana,Ubumwe
Huye,Tumba,Cyimana,Ubwiyunge
Huye,Tumba,Gitwa,Gasenyi
Huye,Tumba,Gitwa,Berwa
Huye,Tumba,Gitwa,Nyarurembo
Huye,Tumba,Gitwa,Rebero
Huye,Tumba,Gitwa,Rimba
Huye,Tumba,Mpare,Agasharu
Huye,Tumba,Mpare,Akabuga
Huye,Tumba,Mpare,Akarugiranka
Huye,Tumba,Mpare,Kigarama
Huye,Tumba,Mpare,Musange
Huye,Tumba,Mpare,Runyinya
Huye,Tumba,Mpare,Rwanyanza
Huye,Tumba,Rango B,Akabeza
Huye,Tumba,Rango B,Akakanyamanza
Huye,Tumba,Rango B,Byimana
Huye,Tumba,Rango B,Impuhwe
Huye,Tumba,Rango B,Kigarama
Huye,Tumba,Rango B,Ntangarugero
Huye,Tumba,Rango B,Urugwiro
Nyamagabe,Buruhukiro,Bushigishigi,Bushigishigi
Nyamagabe,Buruhukiro,Bushigishigi,Giharayumbu
Nyamagabe,Buruhukiro,Bushigishigi,Mugote
Nyamagabe,Buruhukiro,Bushigishigi,Rusekera
Nyamagabe,Buruhukiro,Byimana,Bishyiga
Nyamagabe,Buruhukiro,Byimana,Buhoro
Nyamagabe,Buruhukiro,Byimana,Gakangaga
Nyamagabe,Buruhukiro,Byimana,Gihumo
Nyamagabe,Buruhukiro,Byimana,Rukeri
Nyamagabe,Buruhukiro,Gifurwe,Bitaba
Nyamagabe,Buruhukiro,Gifurwe,Gifurwe
Nyamagabe,Buruhukiro,Gifurwe,Nganzo
Nyamagabe,Buruhukiro,Gifurwe,Nyamaberi
Nyamagabe,Buruhukiro,Gifurwe,Ruronzi
Nyamagabe,Buruhukiro,Gifurwe,Uwankiriye
Nyamagabe,Buruhukiro,Kizimyamuriro,Gikungu
Nyamagabe,Buruhukiro,Kizimyamuriro,Gishwati
Nyamagabe,Buruhukiro,Kizimyamuriro,Kagano
Nyamagabe,Buruhukiro,Kizimyamuriro,Kinaba
Nyamagabe,Buruhukiro,Kizimyamuriro,Minaga
Nyamagabe,Buruhukiro,Kizimyamuriro,Mujerenge
Nyamagabe,Buruhukiro,Kizimyamuriro,Tantamara
Nyamagabe,Buruhukiro,Kizimyamuriro,Uwinzira
Nyamagabe,Buruhukiro,Munini,Cyinyonza
Nyamagabe,Buruhukiro,Munini,Gitovu
Nyamagabe,Buruhukiro,Munini,Magumira
Nyamagabe,Buruhukiro,Munini,Matsinda
Nyamagabe,Buruhukiro,Munini,Munini
Nyamagabe,Buruhukiro,Munini,Rukwandu
Nyamagabe,Buruhukiro,Munini,Uwinzovu
Nyamagabe,Buruhukiro,Rambya,Buruhukiro
Nyamagabe,Buruhukiro,Rambya,Kibuburo
Nyamagabe,Buruhukiro,Rambya,Mpanga
Nyamagabe,Buruhukiro,Rambya,Nkamba
Nyamagabe,Buruhukiro,Rambya,Ruseke
Nyamagabe,Cyanika,Gitega,Butare
Nyamagabe,Cyanika,Gitega,Gaseke
Nyamagabe,Cyanika,Gitega,Gasharu
Nyamagabe,Cyanika,Gitega,Gitega
Nyamagabe,Cyanika,Gitega,Kigarama
Nyamagabe,Cyanika,Gitega,Miko
Nyamagabe,Cyanika,Gitega,Munyereri
Nyamagabe,Cyanika,Gitega,Musasa
Nyamagabe,Cyanika,Gitega,Rusarasi
Nyamagabe,Cyanika,Gitega,Rwingoma
Nyamagabe,Cyanika,Karama,Birambo
Nyamagabe,Cyanika,Karama,Karaba
Nyamagabe,Cyanika,Karama,Karama
Nyamagabe,Cyanika,Karama,Mugamba
Nyamagabe,Cyanika,Karama,Munyinya
Nyamagabe,Cyanika,Karama,Nyamisave
Nyamagabe,Cyanika,Karama,Nyanza
Nyamagabe,Cyanika,Karama,Rwamagana
Nyamagabe,Cyanika,Kiyumba,Gatare
Nyamagabe,Cyanika,Kiyumba,Gatentwe
Nyamagabe,Cyanika,Kiyumba,Gikomero
Nyamagabe,Cyanika,Kiyumba,Gishike
Nyamagabe,Cyanika,Kiyumba,Kagarama
Nyamagabe,Cyanika,Kiyumba,Kaviri
Nyamagabe,Cyanika,Kiyumba,Nyarucyamu
Nyamagabe,Cyanika,Ngoma,Kabarera
Nyamagabe,Cyanika,Ngoma,Kamuhirwa
Nyamagabe,Cyanika,Ngoma,Kavumu
Nyamagabe,Cyanika,Ngoma,Kinga
Nyamagabe,Cyanika,Ngoma,Murama
Nyamagabe,Cyanika,Ngoma,Nyamirambo
Nyamagabe,Cyanika,Nyanza,Buhiga
Nyamagabe,Cyanika,Nyanza,Kibingo
Nyamagabe,Cyanika,Nyanza,Mirama
Nyamagabe,Cyanika,Nyanza,Mugombwa
Nyamagabe,Cyanika,Nyanza,Nyabisindu
Nyamagabe,Cyanika,Nyanza,Rugaragara
Nyamagabe,Cyanika,Nyanzoga,Bigazi
Nyamagabe,Cyanika,Nyanzoga,Gafuhisha
Nyamagabe,Cyanika,Nyanzoga,Kagarama
Nyamagabe,Cyanika,Nyanzoga,Karuvenya
Nyamagabe,Cyanika,Nyanzoga,Mbeho
Nyamagabe,Cyanika,Nyanzoga,Mugari
Nyamagabe,Cyanika,Nyanzoga,Nyamirama
Nyamagabe,Cyanika,Nyanzoga,Rusenyi
Nyamagabe,Gasaka,Kigeme,Gakoma
Nyamagabe,Gasaka,Kigeme,Gitaba
Nyamagabe,Gasaka,Kigeme,Munombe
Nyamagabe,Gasaka,Kigeme,Nyentanga
Nyamagabe,Gasaka,Ngiryi,Karambi
Nyamagabe,Gasaka,Ngiryi,Kibanda
Nyamagabe,Gasaka,Ngiryi,Kitazigurwa
Nyamagabe,Gasaka,Ngiryi,Munyege
Nyamagabe,Gasaka,Ngiryi,Ngiryi
Nyamagabe,Gasaka,Ngiryi,Sumba
Nyamagabe,Gasaka,Nyabivumu,Dusego
Nyamagabe,Gasaka,Nyabivumu,Gasharu
Nyamagabe,Gasaka,Nyabivumu,Nyabivumu
Nyamagabe,Gasaka,Nyabivumu,Raro
Nyamagabe,Gasaka,Nyamugari,Kabacuzi
Nyamagabe,Gasaka,Nyamugari,Kabajogo
Nyamagabe,Gasaka,Nyamugari,Karama
Nyamagabe,Gasaka,Nyamugari,Kigarama
Nyamagabe,Gasaka,Nyamugari,Nyamugari
Nyamagabe,Gasaka,Nyamugari,Nyarusange
Nyamagabe,Gasaka,Nzega,Gasaka
Nyamagabe,Gasaka,Nzega,Gitantu
Nyamagabe,Gasaka,Nzega,Kadoma
Nyamagabe,Gasaka,Nzega,Nzega
Nyamagabe,Gasaka,Remera,Gitwa
Nyamagabe,Gasaka,Remera,Kabeza
Nyamagabe,Gasaka,Remera,Murambi
Nyamagabe,Gasaka,Remera,Muriro
Nyamagabe,Gasaka,Remera,Nyamifumba
Nyamagabe,Gatare,Bakopfu,Karambo
Nyamagabe,Gatare,Bakopfu,Karumbi
Nyamagabe,Gatare,Bakopfu,Muhingo
Nyamagabe,Gatare,Bakopfu,Twiya
Nyamagabe,Gatare,Gatare,Gashasha
Nyamagabe,Gatare,Gatare,Kiyovu
Nyamagabe,Gatare,Gatare,Murembo
Nyamagabe,Gatare,Gatare,Rwamakara
Nyamagabe,Gatare,Gatare,Uwisuri
Nyamagabe,Gatare,Mukongoro,Gikungu
Nyamagabe,Gatare,Mukongoro,Kagano
Nyamagabe,Gatare,Mukongoro,Kageyo
Nyamagabe,Gatare,Mukongoro,Nyakabuye
Nyamagabe,Gatare,Mukongoro,Rukereko
Nyamagabe,Gatare,Ruganda,Gasharu
Nyamagabe,Gatare,Ruganda,Gituntu
Nyamagabe,Gatare,Ruganda,Kamamara
Nyamagabe,Gatare,Ruganda,Masangano
Nyamagabe,Gatare,Ruganda,Runaba
Nyamagabe,Gatare,Ruganda,Rwangambibi
Nyamagabe,Gatare,Shyeru,Baziro
Nyamagabe,Gatare,Shyeru,Bimba
Nyamagabe,Gatare,Shyeru,Kagusa
Nyamagabe,Gatare,Shyeru,Ruhanga
Nyamagabe,Gatare,Shyeru,Rushyarara
Nyamagabe,Kaduha,Kavumu,Bamba
Nyamagabe,Kaduha,Kavumu,Biziguro
Nyamagabe,Kaduha,Kavumu,Gahama
Nyamagabe,Kaduha,Kavumu,Gataba
Nyamagabe,Kaduha,Kavumu,Gitega
Nyamagabe,Kaduha,Kavumu,Joma
Nyamagabe,Kaduha,Kavumu,Kabuga
Nyamagabe,Kaduha,Kavumu,Kamonyi
Nyamagabe,Kaduha,Kavumu,Karehe
Nyamagabe,Kaduha,Kavumu,Kavumu
Nyamagabe,Kaduha,Murambi,Kasemanyana
Nyamagabe,Kaduha,Murambi,Kibiraro
Nyamagabe,Kaduha,Murambi,Nyaruryango
Nyamagabe,Kaduha,Murambi,Rebero
Nyamagabe,Kaduha,Musenyi,Burengo
Nyamagabe,Kaduha,Musenyi,Gasovu
Nyamagabe,Kaduha,Musenyi,Gatoki
Nyamagabe,Kaduha,Musenyi,Kirwa
Nyamagabe,Kaduha,Musenyi,Munini
Nyamagabe,Kaduha,Musenyi,Nganzo
Nyamagabe,Kaduha,Musenyi,Nyakirambi
Nyamagabe,Kaduha,Musenyi,Ruganda
Nyamagabe,Kaduha,Nyabisindu,Gitabage
Nyamagabe,Kaduha,Nyabisindu,Kabaziro
Nyamagabe,Kaduha,Nyabisindu,Kanyege
Nyamagabe,Kaduha,Nyabisindu,Kasemazi
Nyamagabe,Kaduha,Nyabisindu,Kirehe
Nyamagabe,Kaduha,Nyabisindu,Kivumu
Nyamagabe,Kaduha,Nyabisindu,Muduha
Nyamagabe,Kaduha,Nyabisindu,Mukongoro
Nyamagabe,Kaduha,Nyamiyaga,Cyugaro
Nyamagabe,Kaduha,Nyamiyaga,Gashiru
Nyamagabe,Kaduha,Nyamiyaga,Nkomero
Nyamagabe,Kaduha,Nyamiyaga,Nyakabingo
Nyamagabe,Kaduha,Nyamiyaga,Ruhuha
Nyamagabe,Kaduha,Nyamiyaga,Rukeri
Nyamagabe,Kamegeri,Bwama,Gitwa
Nyamagabe,Kamegeri,Bwama,Kamiro
Nyamagabe,Kamegeri,Bwama,Kigarama
Nyamagabe,Kamegeri,Kamegeri,Kinyovu
Nyamagabe,Kamegeri,Kamegeri,Ntaruka
Nyamagabe,Kamegeri,Kamegeri,Rweru
Nyamagabe,Kamegeri,Kamegeri,Sovu
Nyamagabe,Kamegeri,Kirehe,Gasharu
Nyamagabe,Kamegeri,Kirehe,Kigarama
Nyamagabe,Kamegeri,Kirehe,Ryanyirataba
Nyamagabe,Kamegeri,Kizi,Gakomeye
Nyamagabe,Kamegeri,Kizi,Kagarama
Nyamagabe,Kamegeri,Kizi,Kinyana
Nyamagabe,Kamegeri,Nyarusiza,Bande
Nyamagabe,Kamegeri,Nyarusiza,Nyarusange
Nyamagabe,Kamegeri,Nyarusiza,Nyarusiza
Nyamagabe,Kamegeri,Nyarusiza,Rutuna
Nyamagabe,Kamegeri,Rususa,Bahina
Nyamagabe,Kamegeri,Rususa,Baro
Nyamagabe,Kamegeri,Rususa,Kigarama
Nyamagabe,Kamegeri,Rususa,Muhembe
Nyamagabe,Kibirizi,Bugarama,Kabarera
Nyamagabe,Kibirizi,Bugarama,Kamina
Nyamagabe,Kibirizi,Bugarama,Karandura
Nyamagabe,Kibirizi,Bugarama,Kivumu
Nyamagabe,Kibirizi,Bugarama,Munazi
Nyamagabe,Kibirizi,Bugarama,Nyabusozi
Nyamagabe,Kibirizi,Bugarura,Kasebuturanyi
Nyamagabe,Kibirizi,Bugarura,Kirwa
Nyamagabe,Kibirizi,Bugarura,Muyange
Nyamagabe,Kibirizi,Bugarura,Nyakibyeyi
Nyamagabe,Kibirizi,Bugarura,Uwinyana
Nyamagabe,Kibirizi,Gashiha,Gasharu
Nyamagabe,Kibirizi,Gashiha,Muduha
Nyamagabe,Kibirizi,Gashiha,Muganza
Nyamagabe,Kibirizi,Gashiha,Nyabubare
Nyamagabe,Kibirizi,Gashiha,Rukamiro
Nyamagabe,Kibirizi,Karambo,Gisoro
Nyamagabe,Kibirizi,Karambo,Gitwa
Nyamagabe,Kibirizi,Karambo,Kavumu
Nyamagabe,Kibirizi,Karambo,Nyamirama
Nyamagabe,Kibirizi,Karambo,Nyirakiraro
Nyamagabe,Kibirizi,Ruhunga,Cyamashya
Nyamagabe,Kibirizi,Ruhunga,Gakoma
Nyamagabe,Kibirizi,Ruhunga,Kabuga
Nyamagabe,Kibirizi,Ruhunga,Munombe
Nyamagabe,Kibirizi,Ruhunga,Nyagishubi
Nyamagabe,Kibirizi,Ruhunga,Ruhurura
Nyamagabe,Kibirizi,Uwindekezi,Birembo
Nyamagabe,Kibirizi,Uwindekezi,Gatovu
Nyamagabe,Kibirizi,Uwindekezi,Karumbi
Nyamagabe,Kibirizi,Uwindekezi,Kigarama
Nyamagabe,Kibirizi,Uwindekezi,Mugote
Nyamagabe,Kibirizi,Uwindekezi,Uwamataba
Nyamagabe,Kibumbwe,Bwenda,Munyinya
Nyamagabe,Kibumbwe,Bwenda,Murambi
Nyamagabe,Kibumbwe,Bwenda,Murwa
Nyamagabe,Kibumbwe,Bwenda,Nyagatovu
Nyamagabe,Kibumbwe,Bwenda,Nyamirama
Nyamagabe,Kibumbwe,Gakanka,Cyeru
Nyamagabe,Kibumbwe,Gakanka,Gikomero
Nyamagabe,Kibumbwe,Gakanka,Munini
Nyamagabe,Kibumbwe,Gakanka,Nkurubuye
Nyamagabe,Kibumbwe,Gakanka,Nyarubuye
Nyamagabe,Kibumbwe,Gakanka,Rambya
Nyamagabe,Kibumbwe,Kibibi,Gatandaganya
Nyamagabe,Kibumbwe,Kibibi,Kabere
Nyamagabe,Kibumbwe,Kibibi,Kanyege
Nyamagabe,Kibumbwe,Kibibi,Kirwa
Nyamagabe,Kibumbwe,Kibibi,Rwezamenyo
Nyamagabe,Kibumbwe,Kibibi,Ryingarura
Nyamagabe,Kibumbwe,Nyakiza,Dusenyi
Nyamagabe,Kibumbwe,Nyakiza,Karambo
Nyamagabe,Kibumbwe,Nyakiza,Kinyana
Nyamagabe,Kibumbwe,Nyakiza,Murambi
Nyamagabe,Kibumbwe,Nyakiza,Nyakizu
Nyamagabe,Kibumbwe,Nyakiza,Zigati
Nyamagabe,Kitabi,Kagano,Bususuruke
Nyamagabe,Kitabi,Kagano,Kintobo
Nyamagabe,Kitabi,Kagano,Turonzi
Nyamagabe,Kitabi,Kagano,Uwabumenyi
Nyamagabe,Kitabi,Kagano,Uwarwubatsi
Nyamagabe,Kitabi,Kagano,Uwintyabire
Nyamagabe,Kitabi,Mujuga,Gahande
Nyamagabe,Kitabi,Mujuga,Gasasa
Nyamagabe,Kitabi,Mujuga,Mujuga
Nyamagabe,Kitabi,Mujuga,Mukaka
Nyamagabe,Kitabi,Mujuga,Rwufe
Nyamagabe,Kitabi,Mujuga,Uwanyakanyeri
Nyamagabe,Kitabi,Mujuga,Uwinka
Nyamagabe,Kitabi,Mukungu,Gahira
Nyamagabe,Kitabi,Mukungu,Gatare
Nyamagabe,Kitabi,Mukungu,Karambi
Nyamagabe,Kitabi,Mukungu,Uwicurangiro
Nyamagabe,Kitabi,Mukungu,Uwurunazi
Nyamagabe,Kitabi,Shaba,Bitaba
Nyamagabe,Kitabi,Shaba,Gakoko
Nyamagabe,Kitabi,Shaba,Muganza
Nyamagabe,Kitabi,Shaba,Muyange
Nyamagabe,Kitabi,Shaba,Uwakagoro
Nyamagabe,Kitabi,Shaba,Uwinka
Nyamagabe,Kitabi,Uwingugu,Gisarenda
Nyamagabe,Kitabi,Uwingugu,Kigari
Nyamagabe,Kitabi,Uwingugu,Rubuye
Nyamagabe,Kitabi,Uwingugu,Ruhanga
Nyamagabe,Kitabi,Uwingugu,Uwimisigati
Nyamagabe,Kitabi,Uwingugu,Uwurunazi
Nyamagabe,Mbazi,Manwari,Karambi
Nyamagabe,Mbazi,Manwari,Kibumba
Nyamagabe,Mbazi,Manwari,Kigarama
Nyamagabe,Mbazi,Manwari,Muhororo
Nyamagabe,Mbazi,Mutiwingoma,Gatwa
Nyamagabe,Mbazi,Mutiwingoma,Kabere
Nyamagabe,Mbazi,Mutiwingoma,Kabuga
Nyamagabe,Mbazi,Mutiwingoma,Muduha
Nyamagabe,Mbazi,Mutiwingoma,Nyamirama
Nyamagabe,Mbazi,Ngambi,Gaseke
Nyamagabe,Mbazi,Ngambi,Kabeza
Nyamagabe,Mbazi,Ngambi,Kivomo
Nyamagabe,Mbazi,Ngambi,Maheresho
Nyamagabe,Mbazi,Ngambi,Munanira
Nyamagabe,Mbazi,Ngara,Butare
Nyamagabe,Mbazi,Ngara,Gasharu
Nyamagabe,Mbazi,Ngara,Gisiza
Nyamagabe,Mbazi,Ngara,Gituntu
Nyamagabe,Mbazi,Ngara,Nyagishumbu
Nyamagabe,Mbazi,Ngara,Ruseke
Nyamagabe,Mugano,Gitondorero,Gakomeye
Nyamagabe,Mugano,Gitondorero,Gitondorero
Nyamagabe,Mugano,Gitondorero,Gituntu
Nyamagabe,Mugano,Gitondorero,Karambi
Nyamagabe,Mugano,Gitondorero,Maso
Nyamagabe,Mugano,Gitwa,Kabuhoro
Nyamagabe,Mugano,Gitwa,Kirenzi I
Nyamagabe,Mugano,Gitwa,Kirenzi Ii
Nyamagabe,Mugano,Gitwa,Nyakibingo
Nyamagabe,Mugano,Gitwa,Rutabo
Nyamagabe,Mugano,Gitwa,Ryamigabo
Nyamagabe,Mugano,Ruhinga,Cyibande
Nyamagabe,Mugano,Ruhinga,Gitarama
Nyamagabe,Mugano,Ruhinga,Kabuye
Nyamagabe,Mugano,Ruhinga,Karambi
Nyamagabe,Mugano,Ruhinga,Kinzira
