name,label,cell
6485,Munini,Gisizi
6486,Muremure,Gisizi
6487,Bunywero,Mulinga
6488,Gakamba,Mulinga
6489,Gora,Mulinga
6490,Kamazage,Mulinga
6491,Kiruma,Mulinga
6492,Kivugiza,Mulinga
6493,Migongo,Mulinga
6494,Ruganda,Mulinga
6495,Rurambo,Mulinga
6496,Gitebe,Mwiyanike
6497,Kayanza,Mwiyanike
6498,Kivuruga,Mwiyanike
6499,Mucundebo,Mwiyanike
6500,Musaraba,Mwiyanike
6501,Nyankukuma,Mwiyanike
6502,Ryamwana,Mwiyanike
6503,Ryanyirandaba,Mwiyanike
6504,Kamajanga,Nkomane
6505,Kigusa,Nkomane
6506,Kinaba,Nkomane
6507,Mabare,Nkomane
6508,Muremure,Nkomane
6509,Bambiro,Nyamasheke
6510,Kanwiri,Nyamasheke
6511,Muyange,Nyamasheke
6512,Nyamasheke,Nyamasheke
6513,Rubare,Nyamasheke
6514,Gasura,Rwantobo
6515,Karambi,Rwantobo
6516,Musenyi,Rwantobo
6517,Ntango,Rwantobo
6518,Rurembo,Rwantobo
6519,Rwandarugari,Rwantobo
6520,Birembo,Birembo
6521,Cyugi,Birembo
6522,Kimisebeya,Birembo
6523,Mariba,Birembo
6524,Munyangari,Birembo
6525,Nyavuvu,Birembo
6526,Rugarambiro,Birembo
6527,Cyanika,Guriro
6528,Kimisebeya,Guriro
6529,Nteko,Guriro
6530,Nyanguragura,Guriro
6531,Raro,Guriro
6532,Rusogo,Guriro
6533,Bugonde,Kibisabo
6534,Gatare,Kibisabo
6535,Kabeza,Kibisabo
6536,Karambi,Kibisabo
6537,Kinihira,Kibisabo
6538,Nyampuhu,Kibisabo
6539,Rwenzo,Kibisabo
6540,Bihangara,Mutaho
6541,Bukinanyana,Mutaho
6542,Kiraza,Mutaho
6543,Murambi,Mutaho
6544,Nyiragikokora,Mutaho
6545,Rusekera,Mutaho
6546,Rutazigurwa,Mutaho
6547,Sukiro,Mutaho
6548,Gasiza,Nyundo
6549,Kamifuho,Nyundo
6550,Myumba,Nyundo
6551,Nama,Nyundo
6552,Ntagihendo,Nyundo
6553,Nyempanika,Nyundo
6554,Rusereka,Nyundo
6555,Rwinkingi,Nyundo
6556,Giharo,Rugamba
6557,Kamiro,Rugamba
6558,Kibumbiro,Rugamba
6559,Muturagara,Rugamba
6560,Muturirwa,Rugamba
6561,Nkomane,Rugamba
6562,Bweru,Gakoro
6563,Kintore,Gakoro
6564,Mubuga,Gakoro
6565,Nyakigezi,Gakoro
6566,Nyarubingo,Gakoro
6567,Nyarusange,Gakoro
6568,Bwumba,Marangara
6569,Gasayo,Marangara
6570,Gasiza,Marangara
6571,Giko,Marangara
6572,Kabahendanyi,Marangara
6573,Kagano,Marangara
6574,Nyagasozi,Marangara
6575,Rwangege,Marangara
6576,Tetero,Marangara
6577,Buhete,Nyagahondo
6578,Gitotsi,Nyagahondo
6579,Kabyaza,Nyagahondo
6580,Muhare,Nyagahondo
6581,Munyinya,Nyagahondo
6582,Musenyi,Nyagahondo
6583,Nganzo,Nyagahondo
6584,Gatyazo,Nyarutembe
6585,Gisenyi,Nyarutembe
6586,Jari,Nyarutembe
6587,Kamenyo,Nyarutembe
6588,Kibumba,Nyarutembe
6589,Kirebe,Nyarutembe
6590,Mwambi,Nyarutembe
6591,Nyamugari,Nyarutembe
6592,Bihe,Rurembo
6593,Bukango,Rurembo
6594,Cyasenge,Rurembo
6595,Gahama,Rurembo
6596,Gaseke,Rurembo
6597,Gihuri,Rurembo
6598,Karambi,Rurembo
6599,Murama,Rurembo
6600,Harabana,Tyazo
6601,Kabuye,Tyazo
6602,Kingona,Tyazo
6603,Kiyanza,Tyazo
6604,Mucaca,Tyazo
6605,Murengeri,Tyazo
6606,Nyakiriba,Tyazo
6607,Bihira,Gahondo
6608,Gahoko,Gahondo
6609,Gitega,Gahondo
6610,Kamahwera,Gahondo
6611,Kanama,Gahondo
6612,Kazuba,Gahondo
6613,Murungu,Gahondo
6614,Musenyi,Gahondo
6615,Rugendabari,Gahondo
6616,Rwamigega,Gahondo
6617,Bukangano,Gitega
6618,Cyanika,Gitega
6619,Cyivugiza,Gitega
6620,Cyuve,Gitega
6621,Gitega,Gitega
6622,Kagusa,Gitega
6623,Rurambo,Gitega
6624,Cyayu,Kirimbogo
6625,Cyinkware,Kirimbogo
6626,Cyogo,Kirimbogo
6627,Gabiro,Kirimbogo
6628,Gasenyi,Kirimbogo
6629,Karuhara,Kirimbogo
6630,Kinaba,Kirimbogo
6631,Nturo,Kirimbogo
6632,Nturoy Inkoko,Kirimbogo
6633,Bugeshi,Murambi
6634,Gahondo,Murambi
6635,Gisoro,Murambi
6636,Kabyaza,Murambi
6637,Karambi,Murambi
6638,Karuhindu,Murambi
6639,Kidomo,Murambi
6640,Mpinga,Murambi
6641,Muremure,Murambi
6642,Nyarukangaga,Murambi
6643,Rubavu,Murambi
6644,Rubona I,Murambi
6645,Busenge,Mwana
6646,Kamugarura,Mwana
6647,Karukungu,Mwana
6648,Murama,Mwana
6649,Mwana,Mwana
6650,Nemba,Mwana
6651,Nyagahangara,Mwana
6652,Gatobo,Rwaza
6653,Gifunzo,Rwaza
6654,Kabutozi,Rwaza
6655,Kamenyo I,Rwaza
6656,Kamenyo Ii,Rwaza
6657,Muhungwe,Rwaza
6658,Murama,Rwaza
6659,Musekera,Rwaza
6660,Musenyi,Rwaza
6661,Musezero,Rwaza
6662,Muturagara,Rwaza
6663,Rubona Ii,Rwaza
6664,Rugarambiro,Rwaza
6665,Rugote,Rwaza
6666,Rwanika,Rwaza
6667,Tubuye,Rwaza
6668,Bihembe,Cyimanzovu
6669,Cyinyana,Cyimanzovu
6670,Kabuga,Cyimanzovu
6671,Mugwato,Cyimanzovu
6672,Murikwa,Cyimanzovu
6673,Kamahoro,Kanyamitana
6674,Kazirankara,Kanyamitana
6675,Kibuye,Kanyamitana
6676,Kigabiro,Kanyamitana
6677,Mataba,Kanyamitana
6678,Rubaba,Kanyamitana
6679,Kabagabo,Kintarure
6680,Kabuguzo,Kintarure
6681,Mabare,Kintarure
6682,Munanira,Kintarure
6683,Remera,Kintarure
6684,Gacurabwenge,Mpinga
6685,Kagongo,Mpinga
6686,Mukaka,Mpinga
6687,Rwabahungu,Mpinga
6688,Vunga,Mpinga
6689,Kaziba,Mutanda
6690,Kidandari,Mutanda
6691,Murambi,Mutanda
6692,Ntende,Mutanda
6693,Gitega,Shaki
6694,Kabuga,Shaki
6695,Karambi,Shaki
6696,Kirwa,Shaki
6697,Kiyovu,Shaki
6698,Rutoyi,Shaki
6699,Gasura,Bungwe
6700,Kirwa,Bungwe
6701,Nkuri,Bungwe
6702,Rutembo,Bungwe
6703,Rutoyi,Bungwe
6704,Bushyogero,Cyahafi
6705,Cyahafi,Cyahafi
6706,Kamina,Cyahafi
6707,Rushubi,Cyahafi
6708,Gasasa,Gashubi
6709,Gitonde,Gashubi
6710,Rugeshi,Gashubi
6711,Rukeri,Gashubi
6712,Rwamakara,Gashubi
6713,Bereshi,Kabarondo
6714,Gitarama,Kabarondo
6715,Kurushishi,Kabarondo
6716,Mukingi,Kabarondo
6717,Nyakarambi,Kabarondo
6718,Kabirizi,Ruhindage
6719,Kiregamazi,Ruhindage
6720,Mwiha,Ruhindage
6721,Nyabitare,Ruhindage
6722,Birambo,Cyome
6723,Mpara,Cyome
6724,Musagara,Cyome
6725,Nyakagezi,Cyome
6726,Ruvumu,Cyome
6727,Rwasare,Cyome
6728,Gasave,Gatsibo
6729,Gatongo,Gatsibo
6730,Gatsibo,Gatsibo
6731,Gatwa,Gatsibo
6732,Kimirama,Gatsibo
6733,Rutabataba,Gatsibo
6734,Shyogi,Gatsibo
6735,Byimana,Kamasiga
6736,Gasave,Kamasiga
6737,Karehe,Kamasiga
6738,Kavumu,Kamasiga
6739,Nsyabire,Kamasiga
6740,Nyenyeri,Kamasiga
6741,Gahinga,Karambo
6742,Gitega,Karambo
6743,Kabarore,Karambo
6744,Karehe,Karambo
6745,Kimisagara,Karambo
6746,Nteko,Karambo
6747,Rugara,Karambo
6748,Butare,Ruhanga
6749,Gasagara,Ruhanga
6750,Jimbu,Ruhanga
6751,Kabeza,Ruhanga
6752,Kadehero,Ruhanga
6753,Kamina,Ruhanga
6754,Kagarama,Rusumo
6755,Mataba,Rusumo
6756,Mukaragata,Rusumo
6757,Rusumo,Rusumo
6758,Buyungu,Gatare
6759,Kigarama,Gatare
6760,Muhororo,Gatare
6761,Nyagasozi,Gatare
6762,Cyahafi,Gatega
6763,Gapfura,Gatega
6764,Gasharu,Gatega
6765,Gasovu,Gatega
6766,Huriro,Gatega
6767,Kabenge,Gatega
6768,Kagarama,Gatega
6769,Rutsiro,Gatega
6770,Sereri,Gatega
6771,Bwoga,Kajinge
6772,Kamana,Kajinge
6773,Rugari,Kajinge
6774,Rugeshi,Kajinge
6775,Kagugu,Marantima
6776,Karambo,Marantima
6777,Kiribata,Marantima
6778,Munyegera,Marantima
6779,Muvugangoma,Marantima
6780,Rugarika,Marantima
6781,Kabuga,Rugendabari
6782,Kamonyi,Rugendabari
6783,Mituga,Rugendabari
6784,Mukoni,Rugendabari
6785,Marembo,Runyinya
6786,Murambi,Runyinya
6787,Rugarambiro,Runyinya
6788,Rwamiko,Runyinya
6789,Gitaba,Busunzu
6790,Kabarenzi,Busunzu
6791,Kabere,Busunzu
6792,Kabuganza,Busunzu
6793,Kabusizi,Busunzu
6794,Kinyamiyaga,Busunzu
6795,Mbandari,Gaseke
6796,Mitabo,Gaseke
6797,Mizingo,Gaseke
6798,Muturagara,Gaseke
6799,Nyamugari,Gaseke
6800,Nyamweru,Gaseke
6801,Rugari,Gaseke
6802,Bitare,Kabaya
6803,Kimisagara,Kabaya
6804,Kiyovu,Kabaya
6805,Migongo,Kabaya
6806,Nyanza,Kabaya
6807,Rebero,Kabaya
6808,Rurembo,Kabaya
6809,Rwantozi,Kabaya
6810,Bukonde,Mwendo
6811,Butare,Mwendo
6812,Kabeza,Mwendo
6813,Karambi,Mwendo
6814,Merabuye,Mwendo
6815,Nyabarinda,Mwendo
6816,Rubambiro,Mwendo
6817,Gisebeya,Ngoma
6818,Gitumba,Ngoma
6819,Hanika,Ngoma
6820,Ngoma,Ngoma
6821,Nyamugeyo,Ngoma
6822,Rukorati,Ngoma
6823,Rutoyi,Ngoma
6824,Bukonde,Nyenyeri
6825,Gashyitsi,Nyenyeri
6826,Kabasare,Nyenyeri
6827,Kimiramba,Nyenyeri
6828,Kirwa,Nyenyeri
6829,Nyamugari,Nyenyeri
6830,Nyasenge,Nyenyeri
6831,Cyungo,Kageshi
6832,Kantara,Kageshi
6833,Kariha,Kageshi
6834,Mukaka,Kageshi
6835,Ruganda,Kageshi
6836,Gatovu,Kirwa
6837,Gihonga,Kirwa
6838,Kabagari,Kirwa
6839,Nyaruzenga,Kirwa
6840,Gaseke,Mukore
6841,Gitongo,Mukore
6842,Kabuhake,Mukore
6843,Nyamatanga,Mukore
6844,Rusenyi,Mukore
6845,Gashinge,Muramba
6846,Kabyaza,Muramba
6847,Murangara,Muramba
6848,Rurambo,Muramba
6849,Bereshi,Nyamata
6850,Kabuga,Nyamata
6851,Kagarama,Nyamata
6852,Kibanda,Nyamata
6853,Nyamutuku,Nyamata
6854,Gaseke,Rwamamara
6855,Gasiza,Rwamamara
6856,Giseke,Rwamamara
6857,Mubuga,Rwamamara
6858,Buhuma,Birembo
6859,Gashaki,Birembo
6860,Kantobo,Birembo
6861,Nyabitsina,Birembo
6862,Rwanamiza,Birembo
6863,Biraro,Gitwa
6864,Karambi,Gitwa
6865,Kaziba,Gitwa
6866,Nyamugari,Gitwa
6867,Nyarukara,Gitwa
6868,Cyasenge,Murinzi
6869,Gasibya,Murinzi
6870,Ntebeyinuma,Murinzi
6871,Nyaramba,Murinzi
6872,Ruhurura,Murinzi
6873,Gatovu,Nyamugeyo
6874,Kabere,Nyamugeyo
6875,Karambo,Nyamugeyo
6876,Murimba,Nyamugeyo
6877,Nyabubanda,Nyamugeyo
6878,Cyuzi,Rugeshi
6879,Gasumo,Rugeshi
6880,Kabeza,Rugeshi
6881,Karambi,Rugeshi
6882,Mwiyanike,Rugeshi
6883,Bereshi,Tetero
6884,Gatsibo,Tetero
6885,Kasumo,Tetero
6886,Mizingo,Tetero
6887,Ruherahere,Tetero
6888,Busoro,Binana
6889,Kabuye,Binana
6890,Kaseke,Binana
6891,Kavumu,Binana
6892,Nyagisozi,Binana
6893,Barama,Gitega
6894,Gahanda,Gitega
6895,Gasayo,Gitega
6896,Gataka,Gitega
6897,Kabara,Gitega
6898,Rwankenke,Gitega
6899,Gako,Matare
6900,Gitega,Matare
6901,Kamasorori,Matare
6902,Munyinya,Matare
6903,Mwumba,Matare
6904,Nyenyeri,Matare
6905,Kabingo,Rutare
6906,Nyakiliba,Rutare
6907,Ruhurura,Rutare
6908,Rwamabuye,Rutare
6909,Shori,Rutare
6910,Butare,Rwamiko
6911,Nyakibande,Rwamiko
6912,Rusororo,Rwamiko
6913,Rwamiko,Rwamiko
6914,Bugarura,Bugarura
6915,Burorero,Bugarura
6916,Gatomvu,Bugarura
6917,Ngando,Bugarura
6918,Nkongora,Bugarura
6919,Runayu,Bugarura
6920,Gasiza,Gasiza
6921,Kabeza,Gasiza
6922,Kigina,Gasiza
6923,Nyenyeri,Gasiza
6924,Rukobora,Gasiza
6925,Rurandama,Gasiza
6926,Rwantobotobo,Gasiza
6927,Byerezo,Mashya
6928,Kagano,Mashya
6929,Karuhindura,Mashya
6930,Kazuba,Mashya
6931,Maryoha,Mashya
6932,Rubaya,Mashya
6933,Gisebeya,Nganzo
6934,Gisiza,Nganzo
6935,Gisunzu,Nganzo
6936,Misemburo,Nganzo
6937,Murehe,Nganzo
6938,Ntaruko,Nganzo
6939,Bugobora,Ngoma
6940,Gacaca,Ngoma
6941,Karambi,Ngoma
6942,Ntendure,Ngoma
6943,Rucano,Ngoma
6944,Ruganda,Ngoma
6945,Bambiro,Rutagara
6946,Gaseke,Rutagara
6947,Kabari,Rutagara
6948,Kamashya,Rutagara
6949,Mushishiro,Rutagara
6950,Nyamutoni,Rutagara
6951,Nyanshundura,Rutagara
6952,Rukondo,Rutagara
6953,Rurambo,Rutagara
6954,Buyenzi,Bweramana
6955,Gasave,Bweramana
6956,Musanzubize,Bweramana
6957,Nyagaseke,Bweramana
6958,Ruhanga,Bweramana
6959,Burengo,Mubuga
6960,Gashonyi,Mubuga
6961,Gasovu,Mubuga
6962,Mitsimbi,Mubuga
6963,Murambi,Mubuga
6964,Nyabigogoro,Mubuga
6965,Nyamirama,Mubuga
6966,Kabyiniro,Myiha
6967,Myiha,Myiha
6968,Shori,Myiha
6969,Butinza,Rugogwe
6970,Kibingo,Rugogwe
6971,Murambi,Rugogwe
6972,Nganzo,Rugogwe
6973,Buhiro,Rusororo
6974,Gapfura,Rusororo
6975,Gisovu,Rusororo
6976,Kagunga,Rusororo
6977,Rongi,Rusororo
6978,Ryabadanga,Rusororo
6979,Gashyushya,Sanza
6980,Kansi,Sanza
6981,Mubuga,Sanza
6982,Nyaruhondo,Sanza
6983,Sanza,Sanza
6984,Bijyojyo,Bijyojyo
6985,Birima,Bijyojyo
6986,Cyajongo,Bijyojyo
6987,Gasave,Bijyojyo
6988,Kavumu,Bijyojyo
6989,Kibuga,Bijyojyo
6990,Runyoni,Bijyojyo
6991,Rutonde,Bijyojyo
6992,Gasharu,Bitabage
6993,Gituza,Bitabage
6994,Kamuyobora,Bitabage
6995,Kinga,Bitabage
6996,Nganzo,Bitabage
6997,Ngugu,Bitabage
6998,Nyamugari,Bitabage
6999,Rwamikeri,Bitabage
7000,Gasharu,Kabageshi
7001,Kabuga,Kabageshi
7002,Kandamira,Kabageshi
7003,Masoro,Kabageshi
7004,Ruhanga,Kabageshi
7005,Kamina,Kibanda
7006,Kideberi,Kibanda
7007,Kimirehe,Kibanda
7008,Kirombozi,Kibanda
7009,Ruhuha,Kibanda
7010,Rutambiro,Kibanda
7011,Rwamateke,Kibanda
7012,Rwambogo,Kibanda
7013,Gahunga,Kinyovi
7014,Giseke,Kinyovi
7015,Rugeyo,Kinyovi
7016,Rusebeya,Kinyovi
7017,Cyandago,Kaseke
7018,Gatare,Kaseke
7019,Kabeza,Kaseke
7020,Kabusunzu,Kaseke
7021,Kanyinya,Kaseke
7022,Nyabisindu,Kaseke
7023,Nyamabuye,Kaseke
7024,Nyarubari,Kaseke
7025,Butezi,Kazabe
7026,Cyansi,Kazabe
7027,Kazabe,Kazabe
7028,Murambi,Kazabe
7029,Ngororero,Kazabe
7030,Gashinya,Mugano
7031,Kabuga,Mugano
7032,Mana,Mugano
7033,Manogo,Mugano
7034,Mpara,Mugano
7035,Nyabisindu,Mugano
7036,Nyenyeri,Mugano
7037,Ruhuha,Mugano
7038,Gatare,Nyange
7039,Gihe,Nyange
7040,Kabeza,Nyange
7041,Karama,Nyange
7042,Mazimeru,Nyange
7043,Nyakaganzo,Nyange
7044,Nyange,Nyange
7045,Turamigina,Nyange
7046,Cyumba,Rususa
7047,Gasarara,Rususa
7048,Kabagari,Rususa
7049,Nyarubingo,Rususa
7050,Rukaragata,Rususa
7051,Rususa,Rususa
7052,Gatare,Torero
7053,Kanama,Torero
7054,Karera,Torero
7055,Nyakariba,Torero
7056,Nyamabuye,Torero
7057,Nyamiyaga,Torero
7058,Rwambariro,Torero
7059,Bugabe,Bambiro
7060,Butare,Bambiro
7061,Gakoma,Bambiro
7062,Muzi,Bambiro
7063,Nyarushubi,Bambiro
7064,Rwasankuba,Bambiro
7065,Birambo,Gaseke
7066,Dutwe,Gaseke
7067,Gaseke,Gaseke
7068,Giko,Gaseke
7069,Ngobagoba,Gaseke
7070,Cyambogo,Nsibo
7071,Kanyinya,Nsibo
7072,Muganza,Nsibo
7073,Murambi,Nsibo
7074,Nyange,Nsibo
7075,Nyarusange,Nsibo
7076,Vungu,Nsibo
7077,Zegenya,Nsibo
7078,Kakinyoni,Vuganyana
7079,Kamuriza,Vuganyana
7080,Karambo,Vuganyana
7081,Kazenga,Vuganyana
7082,Mbobo,Vuganyana
7083,Ngorore,Vuganyana
7084,Nyagatama,Vuganyana
7085,Nyamyungo,Vuganyana
7086,Kabayengo,Birembo
7087,Mahembe,Birembo
7088,Muyange,Birembo
7089,Nshano,Birembo
7090,Ruseke,Birembo
7091,Gitabage,Kagano
7092,Karambo,Kagano
7093,Ndagarago,Kagano
7094,Nyamuza,Kagano
7095,Rusenge,Kagano
7096,Bitaba,Kanyana
7097,Gahombo,Kanyana
7098,Gashihe,Kanyana
7099,Mugobati,Kanyana
7100,Ruganda,Kanyana
7101,Rusebeya,Kanyana
7102,Gihonga,Musenyi
7103,Gisakavu,Musenyi
7104,Gisiza,Musenyi
7105,Kabuga,Musenyi
7106,Rubindi,Musenyi
7107,Butenga,Nyabipfura
7108,Gatare,Nyabipfura
7109,Migendezo,Nyabipfura
7110,Nyirabwina,Nyabipfura
7111,Sanzare,Nyabipfura
7112,Gasiza,Rutovu
7113,Kanyirajana,Rutovu
7114,Kigusa,Rutovu
7115,Ngaza,Rutovu
7116,Ngugu,Rutovu
7117,Rukeri,Rutovu
7118,City,Nyange
7119,Cyagara,Nyange
7120,Gatebe,Nyange
7121,Kabeza,Nyange
7122,Kamabuye,Nyange
7123,Mihabura,Nyange
7124,Misufi,Nyange
7125,Mubogora,Nyange
7126,Muko,Nyange
7127,Munini,Nyange
7128,Nyange,Nyange
7129,Rubumba,Nyange
7130,Rusayo,Nyange
7131,Buhanga,Pera
7132,Isangano,Pera
7133,Ituze,Pera
7134,Kabusunzu,Pera
7135,Kabuye,Pera
7136,Kinamba,Pera
7137,Kiyovu,Pera
7138,Majyambere,Pera
7139,Murambi,Pera
7140,Murwa,Pera
7141,Mwaro,Pera
7142,Pera,Pera
7143,Gihigano,Ryankana
7144,Gombaniro,Ryankana
7145,Kabuga,Ryankana
7146,Kagarama,Ryankana
7147,Kayenzi,Ryankana
7148,Mahoro,Ryankana
7149,Mubombo,Ryankana
7150,Muyange,Ryankana
7151,Nyehonga,Ryankana
7152,Rubyiro,Ryankana
7153,Ruhwa,Ryankana
7154,Rusizi,Ryankana
7155,Buganzo,Butanda
7156,Gasihe,Butanda
7157,Gitega,Butanda
7158,Murambi,Butanda
7159,Mwoya,Butanda
7160,Rugera,Butanda
7161,Rujagi,Butanda
7162,Giciramata,Gatereri
7163,Gisovu,Gatereri
7164,Kabuga,Gatereri
7165,Karama,Gatereri
7166,Kareba,Gatereri
7167,Nyabitimbo,Gatereri
7168,Nyaburenge,Gatereri
7169,Nyakibanda,Gatereri
7170,Nyambeho,Gatereri
7171,Ruhinga,Gatereri
7172,Rwibutso,Gatereri
7173,Kenya,Nyamihanda
7174,Kirwano,Nyamihanda
7175,Munkamba,Nyamihanda
7176,Mwimerere,Nyamihanda
7177,Ndengerezi,Nyamihanda
7178,Rushwati,Nyamihanda
7179,Bisengo,Rwambogo
7180,Buye,Rwambogo
7181,Byimana,Rwambogo
7182,Cyaruhiza,Rwambogo
7183,Cyijuru,Rwambogo
7184,Gasumo,Rwambogo
7185,Karambo,Rwambogo
7186,Kigarama,Rwambogo
7187,Nyaruteja,Rwambogo
7188,Rutovu,Rwambogo
7189,Kibonajoro,Gikungu
7190,Rwamagare,Gikungu
7191,Bunyagiro,Kiyabo
7192,Matyazo,Kiyabo
7193,Mbisabasaba,Kiyabo
7194,Mudasomwa,Kiyabo
7195,Mutara,Kiyabo
7196,Ruhondo,Kiyabo
7197,Runege,Kiyabo
7198,Rutobo,Kiyabo
7199,Muyebe,Murwa
7200,Nyabigoma,Murwa
7201,Gakopfo,Nyamuzi
7202,Kigobe,Nyamuzi
7203,Muhiza,Nyamuzi
7204,Rwamisave,Nyamuzi
7205,Banamba,Rasano
7206,Kabuga,Rasano
7207,Nyamirambo,Rasano
7208,Nyamutake,Rasano
7209,Runyami,Rasano
7210,Runyovu,Rasano
7211,Uwinzovu,Rasano
7212,Mariba,Birembo
7213,Burama,Birembo
7214,Busekera,Buhokoro
7215,Cyimbazi,Buhokoro
7216,Gahinga,Buhokoro
7217,Kabahizi,Buhokoro
7218,Ryagacece,Buhokoro
7219,Gatare,Kabakobwa
7220,Munini,Kabakobwa
7221,Rango,Kabakobwa
7222,Rwesero,Kabakobwa
7223,Mubuga,Kacyuma
7224,Mukaba,Kacyuma
7225,Rango,Kacyuma
7226,Torero,Kacyuma
7227,Gacyamo,Kamurehe
7228,Gasharu,Kamurehe
7229,Kamonyi,Kamurehe
7230,Mashya,Kamurehe
7231,Murehe,Kamurehe
7232,Nyabihanga,Kamurehe
7233,Rebero,Kamurehe
7234,Shara,Kamurehe
7235,Kabaha,Karemereye
7236,Kabahinda,Karemereye
7237,Kagikongoro,Karemereye
7238,Mibirizi,Karemereye
7239,Rugarama,Karemereye
7240,Gakombe,Muti
7241,Kabeza,Muti
7242,Karenge,Muti
7243,Marebe,Muti
7244,Rugende,Muti
7245,Bitaba,Rusayo
7246,Kamuhana,Rusayo
7247,Kibombwe,Rusayo
7248,Kiremereye,Rusayo
7249,Misave,Rusayo
7250,Nyamutarama,Rusayo
7251,Ryagatebe,Rusayo
7252,Burembo,Cyendajuru
7253,Kabeza,Cyendajuru
7254,Kibakure,Cyendajuru
7255,Murinzi,Cyendajuru
7256,Buzi,Gakomeye
7257,Gacyamo,Gakomeye
7258,Kabuga,Gakomeye
7259,Kagarama,Gakomeye
7260,Ruvumbu,Gakomeye
7261,Karambo,Giheke
7262,Murambi,Giheke
7263,Rugombo,Giheke
7264,Rwumvangoma,Giheke
7265,Wimana,Giheke
7266,Gitwa,Kamashangi
7267,Isha,Kamashangi
7268,Kamuhozi,Kamashangi
7269,Rukombe,Kamashangi
7270,Gahinga,Kigenge
7271,Gahurubuka,Kigenge
7272,Rwamiko,Kigenge
7273,Bubanga,Ntura
7274,Kabujyogoro,Ntura
7275,Kabyuma,Ntura
7276,Karambi,Ntura
7277,Kavuye,Ntura
7278,Kigenge,Ntura
7279,Ntura,Ntura
7280,Rebero,Ntura
7281,Impala,Rwega
7282,Kanoga,Rwega
7283,Rwega,Rwega
7284,Kamuhoza,Turambi
7285,Munyove,Turambi
7286,Rwinkwavu,Turambi
7287,Turambi,Turambi
7288,Burunga,Burunga
7289,Cyapa,Burunga
7290,Cyunyu,Burunga
7291,Gacamahembe,Burunga
7292,Kamabuye,Burunga
7293,Kanombe,Burunga
7294,Karangiro,Burunga
7295,Karitasi,Burunga
7296,Karorabose,Burunga
7297,Karushaririza,Burunga
7298,Gahinga,Gatsiro
7299,Gikombe,Gatsiro
7300,Kavumu,Gatsiro
7301,Kinyereri,Gatsiro
7302,Mpongora,Gatsiro
7303,Rwahi,Gatsiro
7304,Tuwonane,Gatsiro
7305,Budorozo,Gihaya
7306,Kinyaga,Gihaya
7307,Bahemba,Kagara
7308,Kivoga,Kagara
7309,Nyandarama,Kagara
7310,Rubenga I,Kagara
7311,Rubenga Ii,Kagara
7312,Rukohwa,Kagara
7313,Cyinzovu,Kamatita
7314,Gahwazi,Kamatita
7315,Kamanyenga,Kamatita
7316,Muhari,Kamatita
7317,Munyana,Kamatita
7318,Ngoma,Kamatita
7319,Bisanganira,Shagasha
7320,Gasharu,Shagasha
7321,Gitwa,Shagasha
7322,Kanoga,Shagasha
7323,Karambo,Shagasha
7324,Nyagatare,Shagasha
7325,Shagasha,Shagasha
7326,Gasharu,Kizura
7327,Gitambi,Kizura
7328,Hinduka,Kizura
7329,Ituze,Kizura
7330,Kamabuye,Kizura
7331,Mubera,Kizura
7332,Mutonga,Kizura
7333,Ruhango,Kizura
7334,Rukuraza,Kizura
7335,Shanike,Kizura
7336,Birindiro,Mpinga
7337,Busarabuye,Mpinga
7338,Bushenge,Mpinga
7339,Gihomba,Mpinga
7340,Kaberenge,Mpinga
7341,Kagari,Mpinga
7342,Kirume,Mpinga
7343,Matyazo,Mpinga
7344,Mpuzamahanga,Mpinga
7345,Mubuga,Mpinga
7346,Mugerero,Mpinga
7347,Nyabihanga,Mpinga
7348,Rebero,Mpinga
7349,Binyaburanga,Nyamigina
7350,Buhinga,Nyamigina
7351,Bumaranyota,Nyamigina
7352,Bwiza,Nyamigina
7353,Jyambere,Nyamigina
7354,Kanoga,Nyamigina
7355,Kariba,Nyamigina
7356,Kabucuku,Cyingwa
7357,Kabugarama,Cyingwa
7358,Mpinga,Cyingwa
7359,Mugenge,Cyingwa
7360,Rwihene,Cyingwa
7361,Kamagaju,Gahungeri
7362,Kamonyi,Gahungeri
7363,Kaninda,Gahungeri
7364,Kazinda,Gahungeri
7365,Kigarama,Gahungeri
7366,Mugerero,Gahungeri
7367,Njambwe,Gahungeri
7368,Nyakibingo ,Gahungeri
7369,Nyamaganda,Gahungeri
7370,Nyantaba,Gahungeri
7371,Kabonabose,Hangabashi
7372,Kabuga,Hangabashi
7373,Karambo,Hangabashi
7374,Kirehe,Hangabashi
7375,Nzabuhaha,Hangabashi
7376,Runanira,Hangabashi
7377,Busasamana,Mashesha
7378,Idaga,Mashesha
7379,Kankuba,Mashesha
7380,Karama,Mashesha
7381,Nyakivomero,Mashesha
7382,Ruvuruga,Mashesha
7383,Gatovu,Cyangugu
7384,Karambo,Cyangugu
7385,Karangiro,Cyangugu
7386,Mont Cyangugu,Cyangugu
7387,Mundima,Cyangugu
7388,Ngoma,Cyangugu
7389,Ntwari,Cyangugu
7390,Batero,Gihundwe
7391,Burunga,Gihundwe
7392,Kabeza,Gihundwe
7393,Munyinya,Gihundwe
7394,Murambi,Gihundwe
7395,Nkurunziza,Gihundwe
7396,Amahoro,Kamashangi
7397,Badura,Kamashangi
7398,Gitinda,Kamashangi
7399,Kadasomwa,Kamashangi
7400,Kannyogo,Kamashangi
