name,label,cell
1,Gihanga,Akabahizi
2,Iterambere,Akabahizi
3,Izuba,Akabahizi
4,Nyaburanga,Akabahizi
5,Nyenyeri,Akabahizi
6,Ubukorikori,Akabahizi
7,Ubumwe,Akabahizi
8,Ubwiyunge,Akabahizi
9,Umucyo,Akabahizi
10,Umurabyo,Akabahizi
11,Umuseke,Akabahizi
12,Vugizo,Akabahizi
13,Akinyambo,Akabeza
14,Amayaga,Akabeza
15,Gitwa,Akabeza
16,Ituze,Akabeza
17,Mpazi,Akabeza
18,Amahoro,Gacyamo
19,Impuhwe,Gacyamo
20,Intsinzi,Gacyamo
21,Kivumu,Gacyamo
22,Ubumwe,Gacyamo
23,Urukundo,Gacyamo
24,Ururembo,Gacyamo
25,Ingenzi,Kigarama
26,Sangwa,Kigarama
27,Umubano,Kigarama
28,Umucyo,Kigarama
29,Umuhoza,Kigarama
30,Umurava,Kigarama
31,Akabugenewe,Kinyange
32,Ihuriro,Kinyange
33,Isangano,Kinyange
34,Isano,Kinyange
35,Karitasi,Kinyange
36,Ubumanzi,Kinyange
37,Uburezi,Kinyange
38,Ubwiza,Kinyange
39,Umucyo,Kinyange
40,Umwembe,Kinyange
41,Urugano,Kinyange
42,Isangano,Kora
43,Kanunga,Kora
44,Kinyambo,Kora
45,Kivumu,Kora
46,Kora,Kora
47,Mpazi,Kora
48,Rugano,Kora
49,Rugari,Kora
50,Ubumwe,Kora
51,Bwimo,Nyamweru
52,Gatare,Nyamweru
53,Mubuga,Nyamweru
54,Nyakirambi,Nyamweru
55,Nyamweru,Nyamweru
56,Ruhengeri,Nyamweru
57,Bibungo,Nzove
58,Bwiza ,Nzove
59,Gateko,Nzove
60,Kagasa,Nzove
61,Nyabihu,Nzove
62,Rutagara I,Nzove
63,Rutagara Ii,Nzove
64,Ruyenzi,Nzove
65,Kagaramira,Taba
66,Ngendo,Taba
67,Nyarurama,Taba
68,Nyarusange,Taba
69,Rwakivumu,Taba
70,Taba,Taba
71,Akirwanda,Kigali
72,Gisenga,Kigali
73,Kadobogo,Kigali
74,Kagarama,Kigali
75,Kibisogi,Kigali
76,Muganza,Kigali
77,Murama,Kigali
78,Rubuye,Kigali
79,Ruhango,Kigali
80,Ryasharangabo,Kigali
81,Agakomeye,Mwendo
82,Akagugu,Mwendo
83,Amahoro,Mwendo
84,Amajyambere,Mwendo
85,Birambo,Mwendo
86,Isangano,Mwendo
87,Kanyabami,Mwendo
88,Karambo,Mwendo
89,Mwendo,Mwendo
90,Ruhuha,Mwendo
91,Ubuzima,Mwendo
92,Umutekano,Mwendo
93,Gakoni,Nyabugogo
94,Gatare,Nyabugogo
95,Giticyinyoni,Nyabugogo
96,Kadobogo,Nyabugogo
97,Kamenge,Nyabugogo
98,Karama,Nyabugogo
99,Kiruhura,Nyabugogo
100,Nyabikoni,Nyabugogo
101,Nyabugogo,Nyabugogo
102,Ruhondo,Nyabugogo
103,Misibya,Ruriba
104,Nyabitare,Ruriba
105,Ruhango,Ruriba
106,Ruharabuge,Ruriba
107,Ruriba,Ruriba
108,Ruzigimbogo,Ruriba
109,Ryamakomari,Ruriba
110,Tubungo,Ruriba
111,Akanyamirambo,Rwesero
112,Akinama,Rwesero
113,Makaga,Rwesero
114,Musimba,Rwesero
115,Ruhogo,Rwesero
116,Rwesero,Rwesero
117,Rweza,Rwesero
118,Vuganyana,Rwesero
119,Buhoro,Kamuhoza
120,Busasamana,Kamuhoza
121,Isimbi,Kamuhoza
122,Ituze,Kamuhoza
123,Karama,Kamuhoza
124,Karwarugabo,Kamuhoza
125,Kigabiro,Kamuhoza
126,Mataba,Kamuhoza
127,Munini,Kamuhoza
128,Ntaraga,Kamuhoza
129,Nunga,Kamuhoza
130,Rurama,Kamuhoza
131,Rutunga,Kamuhoza
132,Tetero,Kamuhoza
133,Akamahoro,Katabaro
134,Akishinge,Katabaro
135,Akishuri,Katabaro
136,Amahumbezi,Katabaro
137,Inganzo,Katabaro
138,Kigarama,Katabaro
139,Mpazi,Katabaro
140,Mugina,Katabaro
141,Ubumwe,Katabaro
142,Ubusabane,Katabaro
143,Umubano,Katabaro
144,Umurinzi,Katabaro
145,Uruyange,Katabaro
146,Akabeza,Kimisagara
147,Amahoro,Kimisagara
148,Birama,Kimisagara
149,Buhoro,Kimisagara
150,Bwiza ,Kimisagara
151,Byimana,Kimisagara
152,Gakaraza,Kimisagara
153,Gaseke,Kimisagara
154,Ihuriro,Kimisagara
155,Inkurunziza,Kimisagara
156,Karambi,Kimisagara
157,Kigina,Kimisagara
158,Kimisagara ,Kimisagara
159,Kove,Kimisagara
160,Muganza,Kimisagara
161,Nyabugogo,Kimisagara
162,Nyagakoki,Kimisagara
163,Nyakabingo ,Kimisagara
164,Nyamabuye,Kimisagara
165,Sangwa,Kimisagara
166,Sano,Kimisagara
167,Kamatamu,Kankuba
168,Kankuba,Kankuba
169,Karukina,Kankuba
170,Musave,Kankuba
171,Nyarumanga,Kankuba
172,Rugendabari,Kankuba
173,Ayabatanga,Kavumu
174,Kankurimba,Kavumu
175,Kavumu,Kavumu
176,Mubura,Kavumu
177,Murondo,Kavumu
178,Nyakabingo,Kavumu
179,Nyarubuye,Kavumu
180,Burema,Mataba
181,Gahombo,Mataba
182,Kabeza,Mataba
183,Karambi,Mataba
184,Kwisanga,Mataba
185,Mageragere,Mataba
186,Mataba,Mataba
187,Rushubi,Mataba
188,Akanakamageragere,Ntungamo
189,Gatovu,Ntungamo
190,Nyabitare,Ntungamo
191,Nyarubande,Ntungamo
192,Rubungo,Ntungamo
193,Rwindonyi,Ntungamo
194,Akabungo,Nyarufunzo
195,Akamashinge,Nyarufunzo
196,Maya,Nyarufunzo
197,Nyarufunzo,Nyarufunzo
198,Nyarurama,Nyarufunzo
199,Rubete,Nyarufunzo
200,Amahoro,Nyarurenzi
201,Ayabaramba,Nyarurenzi
202,Gikuyu,Nyarurenzi
203,Iterambere,Nyarurenzi
204,Nyabirondo,Nyarurenzi
205,Nyarurenzi,Nyarurenzi
206,Gisunzu,Runzenze
207,Mpanga,Runzenze
208,Nkomero,Runzenze
209,Runzenze,Runzenze
210,Uwurugenge,Runzenze
211,Amahoro,Amahoro
212,Amizero,Amahoro
213,Inyarurembo,Amahoro
214,Kabirizi,Amahoro
215,Ubuzima,Amahoro
216,Uruhimbi,Amahoro
217,Icyeza,Kabasengerezi
218,Ikana,Kabasengerezi
219,Intwari,Kabasengerezi
220,Kabasengerezi,Kabasengerezi
221,Hirwa,Kabeza
222,Ikaze,Kabeza
223,Imanzi,Kabeza
224,Ingenzi,Kabeza
225,Ituze,Kabeza
226,Sangwa,Kabeza
227,Umwezi,Kabeza
228,Abeza,Nyabugogo
229,Icyerekezo,Nyabugogo
230,Indatwa,Nyabugogo
231,Rwezangoro,Nyabugogo
232,Ubucuruzi,Nyabugogo
233,Umutekano,Nyabugogo
234,Imihigo,Rugenge
235,Impala,Rugenge
236,Rugenge,Rugenge
237,Ubumanzi,Rugenge
238,Indamutsa,Tetero
239,Ingoro,Tetero
240,Inkingi,Tetero
241,Intiganda ,Tetero
242,Iwacu,Tetero
243,Tetero,Tetero
244,Bwahirimba,Ubumwe
245,Duterimbere,Ubumwe
246,Isangano,Ubumwe
247,Nyanza,Ubumwe
248,Urugwiro,Ubumwe
249,Urwego,Ubumwe
250,Kabusunzu,Munanira I
251,Munanira ,Munanira I
252,Ntaraga,Munanira I
253,Nyagasozi,Munanira I
254,Rurembo,Munanira I
255,Gasiza,Munanira Ii
256,Kamwiza,Munanira Ii
257,Kanyange,Munanira Ii
258,Karudandi,Munanira Ii
259,Kigabiro,Munanira Ii
260,Kokobe,Munanira Ii
261,Mucyuranyana ,Munanira Ii
262,Nkundumurimbo,Munanira Ii
263,Akinkware,Nyakabanda I
264,Gapfupfu,Nyakabanda I
265,Gasiza,Nyakabanda I
266,Kariyeri,Nyakabanda I
267,Kokobe,Nyakabanda I
268,Munini,Nyakabanda I
269,Nyakabanda,Nyakabanda I
270,Rwagitanga,Nyakabanda I
271,Ibuhoro,Nyakabanda Ii
272,Kabeza,Nyakabanda Ii
273,Kanyiranganji,Nyakabanda Ii
274,Karujongi,Nyakabanda Ii
275,Kigarama,Nyakabanda Ii
276,Kirwa,Nyakabanda Ii
277,Amizero,Cyivugiza
278,Gabiro,Cyivugiza
279,Imanzi,Cyivugiza
280,Ingenzi,Cyivugiza
281,Intwari,Cyivugiza
282,Karisimbi,Cyivugiza
283,Mahoro,Cyivugiza
284,Mpano,Cyivugiza
285,Muhabura,Cyivugiza
286,Muhoza,Cyivugiza
287,Munini,Cyivugiza
288,Rugero,Cyivugiza
289,Shema,Cyivugiza
290,Kagunga,Gasharu 
291,Karukoro,Gasharu 
292,Rwintare,Gasharu 
293,Akanyana,Mumena
294,Akanyirazaninka,Mumena
295,Akarekare,Mumena
296,Akatabaro,Mumena
297,Irembo ,Mumena
298,Itaba,Mumena
299,Kiberinka,Mumena
300,Mumena,Mumena
301,Rwampara,Mumena
302,Gatare,Rugarama
303,Kiberinka,Rugarama
304,Munanira,Rugarama
305,Riba,Rugarama
306,Rubona,Rugarama
307,Rugarama,Rugarama
308,Runyinya,Rugarama
309,Rusisiro,Rugarama
310,Tetero ,Rugarama
311,Agatare,Agatare
312,Amajyambere ,Agatare
313,Inyambo,Agatare
314,Meraneza,Agatare
315,Uburezi,Agatare
316,Umucyo,Agatare
317,Umurava,Agatare
318,Biryogo,Biryogo
319,Gabiro,Biryogo
320,Isoko,Biryogo
321,Nyiranuma,Biryogo
322,Umurimo,Biryogo
323,Amizero,Kiyovu
324,Cercle Sportif,Kiyovu
325,Ganza ,Kiyovu
326,Imena,Kiyovu
327,Indangamirwa,Kiyovu
328,Ingenzi,Kiyovu
329,Inyarurembo,Kiyovu
330,Ishema,Kiyovu
331,Isibo,Kiyovu
332,Muhabura ,Kiyovu
333,Rugunga ,Kiyovu
334,Sugira,Kiyovu
335,Amahoro,Rwampara
336,Gacaca ,Rwampara
337,Intwari,Rwampara
338,Rwampara,Rwampara
339,Umucyo ,Rwampara
340,Umuganda,Rwampara
341,Muhoza,Kabuguru I
342,Muhuza,Kabuguru I
343,Mumararungu,Kabuguru I
344,Murambi,Kabuguru I
345,Buhoro,Kabuguru Ii
346,Gasabo,Kabuguru Ii
347,Mutara,Kabuguru Ii
348,Ubusabane,Kabuguru Ii
349,Abatarushwa,Rwezamenyo I
350,Indatwa,Rwezamenyo I
351,Inkerakubanza,Rwezamenyo I
352,Intwari,Rwezamenyo I
353,Amahoro,Rwezamenyo Ii
354,Umucyo,Rwezamenyo Ii
355,Urumuri,Rwezamenyo Ii
356,Akakaza,Kinyaga
357,Kigarama,Kinyaga
358,Kingabo,Kinyaga
359,Muhozi,Kinyaga
360,Rubungo,Kinyaga
361,Ryakigogo,Kinyaga
362,Zindiro,Kinyaga
363,Kagarama,Musave
364,Kayumba,Musave
365,Ramba,Musave
366,Rebero,Musave
367,Rugando,Musave
368,Kigabiro,Mvuzo
369,Kiyoro,Mvuzo
370,Murarambo,Mvuzo
371,Nkona,Mvuzo
372,Nyakabingo,Mvuzo
373,Rukoma,Mvuzo
374,Birembo,Ngara
375,Gisasa,Ngara
376,Munini,Ngara
377,Ruhinga,Ngara
378,Uwaruraza,Ngara
379,Akabenejuru,Nkuzuzu
380,Akasedogo,Nkuzuzu
381,Akimpama,Nkuzuzu
382,Burima,Nkuzuzu
383,Kityazo,Nkuzuzu
384,Bushya,Nyabikenke
385,Gikumba,Nyabikenke
386,Kamutamu,Nyabikenke
387,Karama,Nyabikenke
388,Kayenzi,Nyabikenke
389,Kigara,Nyabikenke
390,Kiriza,Nyabikenke
391,Masizi,Nyabikenke
392,Mbogo,Nyabikenke
393,Nyampamo,Nyabikenke
394,Akanyiramugarura,Nyagasozi
395,Akigabiro,Nyagasozi
396,Gishaka,Nyagasozi
397,Kabuye,Nyagasozi
398,Mpabwa,Nyagasozi
399,Nyagasambu,Nyagasozi
400,Urutarishonga,Nyagasozi
401,Akamamana,Karuruma
402,Akimihigo,Karuruma
403,Bigega,Karuruma
404,Busasamana,Karuruma
405,Kingasire,Karuruma
406,Kumuyange,Karuruma
407,Muremera,Karuruma
408,Nyagasozi,Karuruma
409,Rugoro,Karuruma
410,Rwesero,Karuruma
411,Tetero,Karuruma
412,Agakomeye,Nyamabuye 
413,Gashubi,Nyamabuye 
414,Gisiza,Nyamabuye 
415,Hanika,Nyamabuye 
416,Juru,Nyamabuye 
417,Kibaya,Nyamabuye 
418,Mpakabavu,Nyamabuye 
419,Musango,Nyamabuye 
420,Ndengo,Nyamabuye 
421,Nyakabande,Nyamabuye 
422,Nyakanunga,Nyamabuye 
423,Rubonobono,Nyamabuye 
424,Runyonza,Nyamabuye 
425,Rusoro,Nyamabuye 
426,Ruvumero,Nyamabuye 
427,Uwagatovu,Nyamabuye 
428,Agataramo,Nyamugari
429,Akamwunguzi,Nyamugari
430,Akarubimbura,Nyamugari
431,Akisoko,Nyamugari
432,Amarembo,Nyamugari
433,Amizero,Nyamugari
434,Bwiza,Nyamugari
435,Ihuriro,Nyamugari
436,Isangano,Nyamugari
437,Kanyonyomba,Nyamugari
438,Nyakariba,Nyamugari
439,Rwakarihejuru,Nyamugari
440,Bwimiyange,Gasagara
441,Bwingeyo,Gasagara
442,Gasagara,Gasagara
443,Rugwiza,Gasagara
444,Ntaganzwa,Gicaca
445,Nyagasozi,Gicaca
446,Nyagisozi,Gicaca
447,Ruganda,Gicaca
448,Gahinga,Kibara
449,Gasharu,Kibara
450,Kibobo,Kibara
451,Nombe,Kibara
452,Munini,Munini 
453,Mutokerezwa,Munini 
454,Rudakabukirwa,Munini 
455,Runyinya,Munini 
456,Kimisebeya,Murambi
457,Kivugiza,Murambi
458,Rugarama,Murambi
459,Twina,Murambi
460,Amajyambere,Musezero 
461,Amarembo,Musezero 
462,Byimana,Musezero 
463,Gasave,Musezero 
464,Gasharu,Musezero 
465,Kagara,Musezero 
466,Nyakariba,Musezero 
467,Rwinyana,Musezero 
468,Kanyinya,Ruhango
469,Kumukenke,Ruhango
470,Murambi,Ruhango
471,Ntora,Ruhango
472,Rukeri,Ruhango
473,Umurava,Ruhango
474,Akamatamu,Akamatamu
475,Cyeyere,Akamatamu
476,Murehe,Akamatamu
477,Nyacyonga,Akamatamu
478,Nyagasozi,Akamatamu
479,Nyarukurazo,Akamatamu
480,Agakenke,Bweramvura
481,Agatare,Bweramvura
482,Akinyana,Bweramvura
483,Gikingo,Bweramvura
484,Gitega,Bweramvura
485,Gitenga,Bweramvura
486,Nyakabingo,Bweramvura
487,Nyarurama,Bweramvura
488,Rugogwe,Bweramvura
489,Taba,Bweramvura
490,Amakawa,Kabuye
491,Amasangano,Kabuye
492,Buliza,Kabuye
493,Ihuriro,Kabuye
494,Kabeza,Kabuye
495,Karuruma,Kabuye
496,Murama,Kabuye
497,Nyagasozi,Kabuye
498,Rebero,Kabuye
499,Rugarama,Kabuye
500,Tetero,Kabuye
501,Agasekabuye,Kidashya
502,Agatare,Kidashya
503,Amasangano,Kidashya
504,Mubuga,Kidashya
505,Nyamweru,Kidashya
506,Agahama,Ngiryi
507,Agasharu,Ngiryi
508,Akabuga,Ngiryi
509,Jurwe,Ngiryi
510,Kiberinka,Ngiryi
511,Nyakirehe,Ngiryi
512,Nyarubuye,Ngiryi
513,Rubona,Ngiryi
514,Rwanyanza,Ngiryi
515,Uwanyange,Ngiryi
516,Bugarama,Agateko
517,Bukamba,Agateko
518,Byimana,Agateko
519,Kabizoza,Agateko
520,Kinunga,Agateko
521,Urunyinya,Agateko
522,Rwankuba,Agateko
523,Kabande,Buhiza 
524,Gatare,Buhiza 
525,Nyamugali,Buhiza 
526,Nyarubuye,Buhiza 
527,Gahinga,Muko
528,Gatare,Muko
529,Umunyinya,Muko
530,Agatwa,Nkusi
531,Kabagina,Nkusi
532,Kajevuba,Nkusi
533,Kigarama,Nkusi
534,Nyagasayo,Nkusi
535,Nyaburira,Nyabuliba
536,Kirehe,Nyabuliba
537,Mataba,Nyabuliba
538,Nyarurembo,Nyabuliba
539,Rubona,Nyabuliba
540,Bwocya,Nyakabungo
541,Gitaba,Nyakabungo
542,Karenge,Nyakabungo
543,Rugina,Nyakabungo
544,Ruhihi,Nyakabungo
545,Agasharu,Nyamitanga
546,Agatare,Nyamitanga
547,Kabuga,Nyamitanga
548,Runyinya,Nyamitanga
549,Amajyambere,Kamatamu 
550,Bukinanyana,Kamatamu 
551,Cyimana,Kamatamu 
552,Gataba,Kamatamu 
553,Itetero,Kamatamu 
554,Kabare,Kamatamu 
555,Kamuhire,Kamatamu 
556,Karukamba,Kamatamu 
557,Nyagacyamo,Kamatamu 
558,Rwinzovu,Kamatamu 
559,Urugwiro ,Kamatamu 
560,Uruhongore,Kamatamu 
561,Agasaro,Kamutwa
562,Gasharu,Kamutwa
563,Inkingi,Kamutwa
564,Kanserege,Kamutwa
565,Kigugu,Kamutwa
566,Ruganwa,Kamutwa
567,Umuco,Kamutwa
568,Umutekano,Kamutwa
569,Urugero,Kamutwa
570,Urwibutso,Kamutwa
571,Amahoro,Kibaza
572,Bwiza,Kibaza
573,Ihuriro,Kibaza
574,Ineza,Kibaza
575,Inyange,Kibaza
576,Iriba,Kibaza
577,Kabagari,Kibaza
578,Ubumwe,Kibaza
579,Umutako,Kibaza
580,Urukundo,Kibaza
581,Virunga,Kibaza
582,Inyamibwa,Kamukina
583,Isangano,Kamukina
584,Isano,Kamukina
585,Ituze,Kamukina
586,Izuba,Kamukina
587,Juru,Kamukina
588,Nyenyeri,Kamukina
589,Umurava,Kamukina
590,Urumuri,Kamukina
591,Amahoro,Kimihurura
592,Amajyambere,Kimihurura
593,Imihigo,Kimihurura
594,Intambwe,Kimihurura
595,Mutara,Kimihurura
596,Rugarama,Kimihurura
597,Ubumwe,Kimihurura
598,Umutekano,Kimihurura
599,Urwego,Kimihurura
600,Gasange,Rugando
601,Gasasa,Rugando
602,Marembo,Rugando
603,Rebero,Rugando
604,Taba,Rugando
605,Abatuje,Bibare
606,Amariza,Bibare
607,Imanzi,Bibare
608,Imena,Bibare
609,Imitari,Bibare
610,Inganji,Bibare
611,Ingenzi,Bibare
612,Ingeri,Bibare
613,Inshuti,Bibare
614,Intashyo,Bibare
615,Intwari,Bibare
616,Inyamibwa,Bibare
617,Inyange,Bibare
618,Ubwiza,Bibare
619,Umwezi,Bibare
620,Akintwari,Kibagabaga
621,Buranga,Kibagabaga
622,Gasharu,Kibagabaga
623,Ibuhoro,Kibagabaga
624,Kageyo,Kibagabaga
625,Kamahinda,Kibagabaga
626,Karisimbi,Kibagabaga
627,Karongi,Kibagabaga
628,Nyirabwana,Kibagabaga
629,Ramiro,Kibagabaga
630,Rindiro,Kibagabaga
631,Rugero,Kibagabaga
632,Rukurazo,Kibagabaga
633,Urumuri,Kibagabaga
634,Ibukinanyana,Nyagatovu 
635,Ibuhoro,Nyagatovu 
636,Ijabiro,Nyagatovu 
637,Isangano,Nyagatovu 
638,Itetero,Nyagatovu 
639,Urugwiro ,Nyagatovu 
640,Agatare,Gacuriro
641,Akanyamugabo,Gacuriro
642,Akarambo,Gacuriro
643,Akaruvusha,Gacuriro
644,Bishikiri,Gacuriro
645,Cyeru,Gacuriro
646,Estate 2020,Gacuriro
647,Kabuhunde Ii,Gacuriro
648,Kirira,Gacuriro
649,Urubanda,Gacuriro
650,Urugarama,Gacuriro
651,Agatare,Gasharu
652,Gasharu,Gasharu
653,Kami,Gasharu
654,Rwankuba,Gasharu
655,Dusenyi,Kagugu
656,Gicikiza,Kagugu
657,Giheka,Kagugu
658,Kabuhunde I,Kagugu
659,Kadobogo,Kagugu
660,Kagarama,Kagugu
661,Muhororo,Kagugu
662,Nyakabungo,Kagugu
663,Rukingu,Kagugu
664,Binunga,Murama
665,Ngaruyinka,Murama
666,Rusenyi,Murama
667,Taba,Murama
668,Akarwasa,Bwiza 
669,Akasemuromba,Bwiza 
670,Bucyemba,Bwiza 
671,Gasharu,Bwiza 
672,Mukagarama,Bwiza 
673,Ruhangare,Bwiza 
674,Ayabakora,Cyaruzinge
675,Cyaruzinge,Cyaruzinge
676,Gashure,Cyaruzinge
677,Gatare,Cyaruzinge
678,Gisura,Cyaruzinge
679,Karubibi,Cyaruzinge
680,Mulindi,Cyaruzinge
681,Bahoze,Kibenga
682,Berwa,Kibenga
683,Buhoro,Kibenga
684,Burunga,Kibenga
685,Gitaraga,Kibenga
686,Kira,Kibenga
687,Nezerwa,Kibenga
688,Rugazi,Kibenga
689,Runyonza,Kibenga
690,Tumurere,Kibenga
691,Ururembo,Kibenga
692,Byimana,Masoro
693,Kabeza,Masoro
694,Masoro,Masoro
695,Matwari,Masoro
696,Mubuga,Masoro
697,Munini,Masoro
698,Akamusare,Mukuyu
699,Akimana,Mukuyu
700,Gasharu,Mukuyu
701,Jurwe,Mukuyu
702,Karambo,Mukuyu
703,Kigabiro,Mukuyu
704,Ruseno,Mukuyu
705,Kacyinyaga,Rudashya
706,Kamahoro,Rudashya
707,Munini,Rudashya
708,Nyakagezi,Rudashya
709,Ruhangare,Rudashya
710,Ruhogo,Rudashya
711,Kanani,Butare
712,Kidahe,Butare
713,Kigabiro,Butare
714,Nyamurambi,Butare
715,Nyarubuye,Butare
716,Nyura,Butare
717,Gatagara,Gasanze
718,Kagarama,Gasanze
719,Nyabitare,Gasanze
720,Nyakabungo,Gasanze
721,Nyarubande,Gasanze
722,Uruhetse,Gasanze
723,Agacyamo,Gasura
724,Gashinya,Gasura
725,Gikombe,Gasura
726,Kazi,Gasura
727,Kigufi,Gasura
728,Nyirakibehe,Gasura
729,Uruhahiro,Gasura
730,Agasharu,Gatunga
731,Amataba,Gatunga
732,Burungero,Gatunga
733,Karama,Gatunga
734,Nyange,Gatunga
735,Rebero,Gatunga
736,Uruyange,Gatunga
737,Gatobotobo,Muremure
738,Kibungo,Muremure
739,Musezero,Muremure
740,Nyaburoro,Muremure
741,Taba,Muremure
742,Bikumba,Sha
743,Gakizi,Sha
744,Gatare,Sha
745,Kamuyange,Sha
746,Kigarama,Sha
747,Ngara,Sha
748,Akazi,Shango
749,Kaduha,Shango
750,Kamuhoza,Shango
751,Mirambi,Shango
752,Munini,Shango
753,Ndanyoye,Shango
754,Nyamigina,Shango
755,Rugarama,Shango
756,Amarembo I,Nyabisindu
757,Amarembo Il,Nyabisindu
758,Gihogere,Nyabisindu
759,Kagara,Nyabisindu
760,Kinunga,Nyabisindu
761,Nyabisindu,Nyabisindu
762,Rugarama,Nyabisindu
763,Gishushu,Nyarutarama
764,Juru,Nyarutarama
765,Kamahwa,Nyarutarama
766,Kangondo I,Nyarutarama
767,Kangondo Ii,Nyarutarama
768,Kibiraro I,Nyarutarama
769,Kibiraro Ii,Nyarutarama
770,Agashyitsi,Rukiri I
771,Amajyambere,Rukiri I
772,Izuba,Rukiri I
773,Gisimenti,Rukiri I
774,Ubumwe,Rukiri I
775,Ukwezi,Rukiri I
776,Urumuri,Rukiri I
777,Amahoro,Rukiri Ii
778,Rebero,Rukiri Ii
779,Ruturusu I,Rukiri Ii
780,Ruturusu Ii,Rukiri Ii
781,Ubumwe,Rukiri Ii
782,Bisenga,Bisenga
783,Gakenyeri,Bisenga
784,Gasiza,Bisenga
785,Kidogo,Bisenga
786,Agatare,Gasagara
787,Gasagara,Gasagara
788,Kamasasa,Gasagara
789,Rugagi,Gasagara
790,Ryabazana,Gasagara
791,Abatangampundu,Kabuga I
792,Amahoro,Kabuga I
793,Isangano,Kabuga I
794,Kabeza,Kabuga I
795,Kalisimbi,Kabuga I
796,Masango,Kabuga I
797,Bwiza,Kabuga Ii
798,Cyanamo,Kabuga Ii
799,Gatare,Kabuga Ii
800,Kamashashi,Kabuga Ii
801,Mataba,Kabuga Ii
802,Nyagakombe,Kabuga Ii
803,Ruhangare,Kabuga Ii
804,Busenyi,Kinyana
805,Kigabiro,Kinyana
806,Kinyana,Kinyana
807,Nyagisozi,Kinyana
808,Cyeru,Mbandazi
809,Karambo,Mbandazi
810,Kataruha,Mbandazi
811,Mugeyo,Mbandazi
812,Rugarama,Mbandazi
813,Samuduha,Mbandazi
814,Gisharara,Nyagahinga
815,Kabutare,Nyagahinga
816,Kanyinya,Nyagahinga
817,Kigarama,Nyagahinga
818,Nyarucundura,Nyagahinga
819,Runyonza,Nyagahinga
820,Urumuri,Nyagahinga
821,Kinyaga,Ruhanga
822,Mirama,Ruhanga
823,Nyagacyamo,Ruhanga
824,Rugende,Ruhanga
825,Ruhanga,Ruhanga
826,Gasharu,Gasabo
827,Mulindi,Gasabo
828,Vugavuge,Gasabo
829,Kabarera,Indatemwa
830,Kamusengo,Indatemwa
831,Karekare,Indatemwa
832,Karuranga,Indatemwa
833,Nyakabande,Indatemwa
834,Kabaliza,Kabaliza
835,Nyamise,Kabaliza
836,Rwanyanza,Kabaliza
837,Cyili,Kacyatwa
838,Kacyatwa,Kacyatwa
839,Kandamira,Kacyatwa
840,Kantabana,Kacyatwa
841,Munini,Kacyatwa
842,Abanyangeyo,Kibenga
843,Kibenga,Kibenga
844,Nyamvumvu,Kibenga
845,Kamusare,Kigabiro
846,Karwiru,Kigabiro
847,Kigabiro,Kigabiro
848,Rukerereza,Kigabiro
849,Rwintare,Kigabiro
850,Gahanga,Gahanga
851,Gatare,Gahanga
852,Gatovu,Gahanga
853,Rinini,Gahanga
854,Rwinanka,Gahanga
855,Ubumwe,Gahanga
856,Kabeza,Kagasa
857,Kabidandi,Kagasa
858,Kiyanja,Kagasa
859,Nyacyonga,Kagasa
860,Nyagafunzo,Kagasa
861,Nyakuguma,Kagasa
862,Rugando Ii,Kagasa
863,Amahoro,Karembure
864,Bigo,Karembure
865,Kabeza,Karembure
866,Kamuyinga,Karembure
867,Karembure,Karembure
868,Kimena,Karembure
869,Mubuga,Karembure
870,Rwamaya,Karembure
871,Kampuro,Murinja
872,Kigasa,Murinja
873,Mashyiga,Murinja
874,Nyabigugu,Murinja
875,Nyamuharaza,Murinja
876,Rukore,Murinja
877,Runyoni,Murinja
878,Sabununga,Murinja
879,Kigarama,Nunga
880,Kinyana,Nunga
881,Mugendo ,Nunga
882,Nunga I,Nunga
883,Nunga Ii,Nunga
884,Rugasa,Nunga
885,Gahosha,Rwabutenge
886,Gashubi,Rwabutenge
887,Kaboshya,Rwabutenge
888,Karambo,Rwabutenge
889,Rebero,Rwabutenge
890,Rugando I,Rwabutenge
891,Amahoro,Gatenga
892,Gakoki,Gatenga
893,Gatenga,Gatenga
894,Ihuriro,Gatenga
895,Isangano,Gatenga
896,Rugari,Gatenga
897,Gwiza,Karambo
898,Ihuriro,Karambo
899,Jyambere,Karambo
900,Kamabuye,Karambo
901,Mahoro,Karambo
902,Ramiro,Karambo
903,Rebero,Karambo
904,Rugwiro,Karambo
905,Ruhuka,Karambo
906,Sangwa,Karambo
907,Bwiza,Nyanza
908,Cyeza,Nyanza
909,Gasabo,Nyanza
910,Ihuriro,Nyanza
911,Isonga,Nyanza
912,Juru,Nyanza
913,Marembo,Nyanza
914,Murambi,Nyanza
915,Nyanza,Nyanza
916,Rebero,Nyanza
917,Rusororo,Nyanza
918,Sabaganga,Nyanza
919,Taba,Nyanza
920,Bigo,Nyarurama
921,Bisambu,Nyarurama
922,Kabeza,Nyarurama
923,Nyabikenke,Nyarurama
924,Gatare,Kagunga
925,Kabuye I,Kagunga
926,Kabuye Ii,Kagunga
927,Kagunga I,Kagunga
928,Kagunga Ii,Kagunga
929,Rebero,Kagunga
930,Kanserege I,Kanserege
931,Kanserege Ii,Kanserege
932,Kanserege Iii,Kanserege
933,Marembo I,Kanserege
934,Marembo Ii,Kanserege
935,Marembo Iii,Kanserege
936,Kigugu I,Kinunga
937,Kigugu Ii,Kinunga
